Text;finals;last_word
Нема ж мої господині!;ні;господи^ні
Нема ключів, нема (г)рошей,;ей;гро^шей
Нема ж мої господині!;ні;господи^ні
Йа ой вдарився Семен;ен;семе^н
Та й по полах руками:;ми;рука^ми
– Діти ж мої дрібненькії,;ії;дрібне^нькії
Та пропав же я з вами!;ми;ва^ми
– Діти ж мої дрібненькії,;ії;дрібне^нькії
Та пропав же я з вами!;ми;ва^ми
ПОКИНЬ, ЯСЮ, МАТІР;ір;ма^тір
– Покинь, Ясю, матір,;ір;ма^тір
Я покину діти,;ти;ді^ти
Підем в Україну;ну;украї^ну
Доленьки глядіти.;ти;гляді^ти
– Як будемо, Касю,;сю;ка^сю
Дітей покидати?;ти;покида^ти
Чоловіка маєш, –;ш ;ма^єш
Буде доганяти.;ти;доганя^ти
Для нелюба свого;го;сво^го
Наготую зілля,;ля;зі^лля
Відправлю старому;му;старо^му
Жалібне весілля.;ля;весі^лля
А В НАШІЙ КРАЇНІ;ні;краї^ні
А в нашій країні;ні;краї^ні
Сталася новина:;на;нови^на
Підмовляла Катерина;на;катери^на
Вдовиного сина:;на;си^на
Підмовляла Катерина;на;катери^на
Вдовиного сина:;на;си^на
– Покинь, Ясю, мати,;ти;ма^ти
Я покину діти;ти;ді^ти
Та й підемо на Вкраїну;ну;вкраї^ну
Доленьки глядіти.;ти;гляді^ти
Та й підемо на Вкраїну;ну;вкраї^ну
Доленьки глядіти.;ти;гляді^ти
– Ой як же ж ми, Катрі,;рі;ка^трі
Будем мандрувати,;ти;мандрува^ти
Єсть у тебе вдома Семен,;ен;семе^н
Буде здоганяти.;ти;здоганя^ти
Єсть у тебе вдома Семен,;ен;семе^н
Буде здоганяти.;ти;здоганя^ти
– Ой не бійся, Ясю,;сю;я^сю
Зо мнов мандрувати,;ти;мандрува^ти
Ше й вдосвіта мій Семен;ен;семе^н
Поїхав орати.;ти;ора^ти
Ше й вдосвіта мій Семен;ен;семе^н
Поїхав орати.;ти;ора^ти
Оре Семен, оре,;ре;оре^
На шлях поглядає:;ає;погляда^є
Усі жінки обід несуть,;ть;несу^ть
Мою мара має.;ає;ма^є
Усі жінки обід несуть,;ть;несу^ть
Мою мара має.;ає;ма^є
Оре Семен, оре;ре;оре^
Аж до перегону,;ну;перего^ну
Випрягає сірі воли;ли;во^ли
Та й їде додому.;му;додо^му
Випрягає сірі воли;ли;во^ли
Та й їде додому.;му;додо^му
Ой як приїхав Семен;ен;семе^н
До нової хати:;ти;ха^ти
– Діти ж мої дрібнесенькі,;кі;дрібнесенькі^
А де ж ваша мати?;ти;ма^ти
– Діти ж мої дрібнесенькі,;кі;дрібнесенькі^
А де ж ваша мати?;ти;ма^ти
– Пішла наша мати;ти;ма^ти
У ліс по калину,;ну;кали^ну
Щось вона нам говорила:;ла;говори^ла
Що я вас покину.;ну;поки^ну
Щось вона нам говорила:;ла;говори^ла
Що я вас покину.;ну;поки^ну
Пішла ж наша мати;ти;ма^ти
У ліс по телята,;та;теля^та
Щось вона нам говорила,;ла;говори^ла
Що ми сиротята.;та;сиротя^та
Щось вона нам говорила,;ла;говори^ла
Що ми сиротята.;та;сиротя^та
ОЖЕНИВСЯ СТАРИЙ СЕМЕН;ен;семе^н
Оженився старий Семен;ен;семе^н
Та взяв жінку молоду,;ду;молоду^
І цілує, і милує,;ує;милу^є
Бо хороша на вроду.;ду;вро^ду
Ой поїхав старий Семен;ен;семе^н
Та й у поле орати,;ти;ора^ти
Сказав жінці Катерінці;ці;катері^нці
Обідати прислати.;ти;присла^ти
Оре, оре старий Семен;ен;семе^н
Та й на шлях поглядає, –;є ;погляда^є
Усі жінки обід несуть,;ть;несу^ть
А меї немає.;ає;нема^є
Ой приходить старий Семен;ен;семе^н
Та до нової хати,;ти;ха^ти
Питається малих діток:;ок;ді^ток
– Де ж вашая мати?;ти;ма^ти
– Тату, ой нашая мати;ти;ма^ти
Пійшла в луг по калину,;ну;кали^ну
Щось казала-говорила,;ла;казалаговори^ла
Що я вас покину.;ну;поки^ну
Тату, тату, наша мати;ти;ма^ти
Пійшла в луг по телята,;та;теля^та
Щось казала-говорила:;ла;казалаговори^ла
– Я не вашая мати.;ти;ма^ти
Ой ударив Старий Семен;ен;семе^н
Об поли руками:;ми;рука^ми
– Діти мої дрібнесенькі,;кі;дрібне^сенькі
Ой пропав же я з вами!;ми;ва^ми
ОЙ ТАМ КОЛО БРОДУ;ду;бро^ду
Ой там коло броду;ду;бро^ду
Брало дівча воду,;ду;во^ду
Здибало ї два шевчики,;ки;ше^вчики
Хороші на вроду.;ду;вро^ду
– Добрий вечір, дівко,;ко;ді^вко
Зимну воду брати,;ти;бра^ти
Порай же нам господаря,;ря;госпо^даря
Де б ніч ночувати.;ти;ночува^ти
– Ой там, кінець села,;ла;села^
Є добрий господар:;ар;госпо^дар
Майстер старий, хлопець малий,;ий;мали^й
Майстрова молода.;да;молода^
– Добрий вечір, майстре,;ре;ма^йстре
Ой як ти ся маєш?;єш;ма^єш
Прийшли, прийшли челядоньки,;ки;челя^доньки
Як роботу маєш.;єш;ма^єш
Заставив їх майстер;ер;ма^йстер
Подошви краяти,;ти;края^ти
А сам пішов до корчомки;ки;корчо^мки
На всю ніч гуляти.;ти;гуля^ти
Крают шевці, крают,;ют;кра^ют
Зорою викровают,;ют;викрова^ют
На молоду майстровоньку;ку;майстрово^ньку
Стиха поглядают.;ют;погляда^ют
– Молода майстрова!;ва;майстро^ва
Маєш грошей много, –;о ;мно^го
Мандруй з нами молодими,;ми;молоди^ми
Покидай старого.;го;старо^го
Ніхто ж того не чув,;ув;чу^в
Тілько майстрів хлопец, –;ц ;хло^пец
Кричит, біжит до корчомки:;ки;корчо^мки
– Десь тут є мій отець!;ць;о^тець
Добрий вечір, тату!;ту;та^ту
Ти тут п'єш горівку,;ку;горі^вку
Моя мама – твоя жінка,;ка;жі^нка
Пішла на мандрівку.;ку;мандрі^вку
– Сідлай, хлопче, коня,;ня;коня^
Коня вороного,;го;вороно^го
А для мене старенького, –;о ;старе^нького
Того, буланого.;го;булано^го
Здогонив ї майстер;ер;ма^йстер
На кедровім мості:;ті;мо^сті
– Ой вернися, майстрівонько,;ко;майстріво^нько
Хоць до мене в гості.;ті;го^сті
Здогонив ї майстер;ер;ма^йстер
На тихім Дунаю,;аю;дуна^ю
Вона ж їму відповіла:;ла;відпові^ла
– Я тебе не знаю.;аю;зна^ю
Як зібрав ї майстер;ер;ма^йстер
Попід білі боки,;ки;бо^ки
Взяв та й кинув майстрівоньку;ку;майстріво^ньку
В той Дунай глібокий.;ий;глібо^кий
Ой плине майстрова,;ва;майстро^ва
Як по воді лудка:;ка;лу^дка
– Рятуй мене, мій миленький, –;й ;миле^нький
Я твоя голубка!;ка;голу^бка
ЙА ЦЯ НІЧКА;ка;ні^чка
Йа ця нічка;ка;ні^чка
Буде найтихіша,;ша;найтихі^ша
Най мій милий;ий;ми^лий
З дороги приїде.;де;приї^де
Най мій милий;ий;ми^лий
З дороги приїде.;де;приї^де
Як мій милий;ий;ми^лий
З дороги приїхав,;ав;приї^хав
А миленька;ка;миле^нька
Впала їму в ноги.;ги;но^ги
А миленька;ка;миле^нька
Впала їму в ноги.;ги;но^ги
– Ходи, милий,;ий;ми^лий
Сідай на порозі,;зі;поро^зі
Розкажи, як;як;я^к
Було у дорозі.;зі;доро^зі
Розкажи, як;як;я^к
Було у дорозі.;зі;доро^зі
– Ходи, мила,;ла;ми^ла
Сядем на порозі,;зі;поро^зі
Розкажи, як;як;я^к
Жила ти без мене.;не;ме^не
Розкажи, як;як;я^к
Жила ти без мене.;не;ме^не
Ой шо, мила,;ла;ми^ла
Що то за новина,;на;нови^на
Шо на руках;ах;рука^х
Маленька дитина?;на;дити^на
Шо на руках;ах;рука^х
Маленька дитина?;на;дити^на
– Ой то, милий,;ий;ми^лий
Цигани стояли,;ли;стоя^ли
Вони ж мені;ні;ме^ні
Дитину забули.;ли;забу^ли
Вони ж мені;ні;ме^ні
Дитину забули.;ли;забу^ли
– Брешеш, мила,;ла;ми^ла
Брешеш, чорнобрива,;ва;чорнобри^ва
Не циганська,;ка;цига^нська
То твоя дитина.;на;дити^на
На головці;ці;голо^вці
Шовкова хустина.;на;хусти^на
Ой йди, мила,;ла;ми^ла
До комори спати,;ти;спа^ти
Буду тобі;бі;то^бі
Всю правду казати.;ти;каза^ти
Буду тобі;бі;то^бі
Всю правду казати.;ти;каза^ти
Іде мила;ла;ми^ла
До комори спати,;ти;спа^ти
Бере собі;бі;со^бі
Подушечку спати.;ти;спа^ти
Бере собі;бі;со^бі
Подушечку спати.;ти;спа^ти
Іде милий;ий;ми^лий
До комори спати,;ти;спа^ти
Бере собі;бі;со^бі
Нагаєчку з хати.;ти;ха^ти
Бере собі;бі;со^бі
Нагаєчку з хати.;ти;ха^ти
Ой з вечора;ра;вечо^ра
Комора гуділа,;ла;гуді^ла
Йа з півночі;чі;півно^чі
Нагайка шуміла.;ла;шумі^ла
Йа з півночі;чі;півно^чі
Нагайка шуміла.;ла;шумі^ла
На росвіті;ті;росві^ті
Іде син до хати,;ти;ха^ти
Питається;ся;питає^ться
Своєй рідной мати:;ти;ма^ти
Питається;ся;питає^ться
Своєй рідной мати:;ти;ма^ти
– Порадила,;ла;пора^дила
Як невістку бити,;ти;би^ти
Порадь мені,;ні;ме^ні
Як ї схоронити.;ти;схорони^ти
Порадь мені,;ні;ме^ні
Як ї схоронити.;ти;схорони^ти
ОЙ У ЛУЗІ;зі;лу^зі
Ой у лузі;зі;лу^зі
Червона калина,;на;кали^на
Там дівчина;на;дівчи^на
Вечерю варила.;ла;вари^ла
Там дівчина;на;дівчи^на
Вечерю варила.;ла;вари^ла
Там дівчина;на;дівчи^на
Вечерю варила,;ла;вари^ла
До вечері;рі;вече^рі
Стиха говорила:;ла;говори^ла
До вечері;рі;вече^рі
Стиха говорила:;ла;говори^ла
– Варись, варись,;сь;вари^сь
Вечеронько, стиха,;ха;сти^ха
Щоб не бачив;ив;ба^чив
Мій миленький лиха.;ха;ли^ха
Щоб не бачив;ив;ба^чив
Мій миленький лиха.;ха;ли^ха
Вже вечеря;ря;вече^ря
Стиха докипає,;ає;докипа^є
А мій милий;ий;ми^лий
На поріг ступає:;ає;ступа^є
А мій милий;ий;ми^лий
На поріг ступає:;ає;ступа^є
– Здоров, мила,;ла;ми^ла
Моя чорнобрива,;ва;чорнобри^ва
Чия в тебе;бе;те^бе
На руках дитина?;на;дити^на
Чия в тебе;бе;те^бе
На руках дитина?;на;дити^на
– Було в мене;не;ме^не
Дівча молоденьке,;ке;молоде^ньке
Залишила;ла;залиши^ла
Дитятко маленьке.;ке;мале^ньке
Залишила;ла;залиши^ла
Дитятко маленьке.;ке;мале^ньке
– Брешеш, мила,;ла;ми^ла
Мила чорнобрива,;ва;чорнобри^ва
Бо це рідненька;ка;рідне^нька
Твоя дитина!;на;дити^на
Бо це рідненька;ка;рідне^нька
Твоя дитина!;на;дити^на
– Сідлай, милий,;ий;ми^лий
Коня вороного;го;вороно^го
Та й доганяй;яй;доганя^й
Хлопця молодого!;го;молодо^го
Та й доганяй;яй;доганя^й
Хлопця молодого!;го;молодо^го
– Я не буду;ду;бу^ду
Коника сідлати,;ти;сідла^ти
Тільки буду;ду;бу^ду
Нагайку шукати!;ти;шука^ти
Тільки буду;ду;бу^ду
Нагайку шукати!;ти;шука^ти
Тільки буду;ду;бу^ду
Нагайку шукати,;ти;шука^ти
Буду милу;лу;ми^лу
Свою научати!;ти;науча^ти
Буду милу;лу;ми^лу
Свою научати!;ти;науча^ти
ДОБРИЙ ВЕЧІР;ір;ве^чір
– Добрий вечір,;ір;ве^чір
Гей, мила чорнобрива,;ва;чорнобри^ва
Чия в тебе;бе;те^бе
На руках дитина?;на;дити^на
Чия в тебе;бе;те^бе
На руках дитина?;на;дити^на
– Була в мене,;не;ме^не
Гей, циганочка Дуня,;ня;ду^ня
Вона в мене;не;ме^не
Дитину забула.;ла;забу^ла
Вона в мене;не;ме^не
Дитину забула.;ла;забу^ла
– Брешеш, мила,;ла;ми^ла
Гей, мила чорнобрива,;ва;чорнобри^ва
Бо циганська;ка;цига^нська
Не така дитина!;на;дити^на
Бо циганська;ка;цига^нська
Не така дитина!;на;дити^на
Бо циганське,;ке;цига^нське
Гей, чорне та патлате,;те;патла^те
А це біле,;ле;бі^ле
Біле та ще й браве!;ве;бра^ве
А це біле,;ле;бі^ле
Біле та ще й браве!;ве;бра^ве
– Ой був в мене,;не;ме^не
Гей, козак молоденький;ий;молоде^нький
Та й покинув;ув;поки^нув
Карі оченята.;та;оченя^та
Та й покинув;ув;поки^нув
Карі оченята.;та;оченя^та
Сідлай, милий,;ий;ми^лий
Гей, коня вороного;го;вороно^го
Та й доганяй;яй;доганя^й
Хлопця молодого!;го;молодо^го
Та й доганяй;яй;доганя^й
Хлопця молодого!;го;молодо^го
– Я не буду,;ду;бу^ду
Гей, коника сідлати,;ти;сідла^ти
Тільки буду;ду;бу^ду
Нагайку шукати!;ти;шука^ти
Тільки буду;ду;бу^ду
Нагайку шукати!;ти;шука^ти
Тільки буду,;ду;бу^ду
Гей, нагайку шукати,;ти;шука^ти
Буду милу;лу;ми^лу
Свою научати!;ти;науча^ти
Буду милу;лу;ми^лу
Свою научати!;ти;науча^ти
ОЙ НА ГОРІ;рі;горі^
Ой на горі;рі;горі^
Висока могила,;ла;могила^
Ой на горі;рі;горі^
Висока могила,;ла;могила^
Там дівчина;на;дівчина^
Й вечерю варила:;ла;варила^
– Кіпи, кіпи,;пи;кіпи^
Вечеря, поволі,;лі;поволі^
– Кіпи, кіпи,;пи;кіпи^
Вечеря, поволі,;лі;поволі^
Десь мій милий;ий;ми^лий
В далекій дорозі;зі;доро^зі
А вже моя;оя;моя^
Вечеря вкипає,;ає;вкипає^
А вже моя;оя;моя^
Вечеря вкипає,;ає;вкипає^
А мій милий;ий;ми^лий
На поріг ступає.;ає;ступа^є
– Сідай, милий,;ий;ми^лий
На сіннім порозі;зі;поро^зі
– Сідай, милий,;ий;ми^лий
На сіннім порозі;зі;поро^зі
Та й розказуй,;уй;розка^зуй
Що ти чув в дорозі?;зі;доро^зі
– Чув я, мила,;ла;ми^ла
Про тебе новину,;ну;нови^ну
– Чув я, мила,;ла;ми^ла
Про тебе новину,;ну;нови^ну
Що ти маєш;єш;ма^єш
Маленьку дитину.;ну;дити^ну
– Ой у мене;не;ме^не
циганочка була,;ла;бу^ла
– Ой у мене;не;ме^не
циганочка була,;ла;бу^ла
Вона в мене;не;ме^не
Дитину забула.;ла;забу^ла
– Брешеш, мила,;ла;ми^ла
Не циганські очі,;чі;о^чі
– Брешеш, мила,;ла;ми^ла
Не циганські очі,;чі;о^чі
Воно, мила,;ла;ми^ла
Й на тебе похоже.;же;похо^же
До півночі;чі;півно^чі
Нагайка бриніла,;ла;брині^ла
До півночі;чі;півно^чі
Нагайка бриніла,;ла;брині^ла
А в півночі;чі;півно^чі
Мила задубіла.;ла;задубі^ла
ОЙ НА ГОРІ;рі;го^рі
Ой на горі;рі;го^рі
Висока могила,;ла;моги^ла
Ой на горі;рі;го^рі
Висока могила,;ла;моги^ла
Там дівчина;на;дівчи^на
Й вечерю варила,;ла;вари^ла
До вечері;рі;вече^рі
Стиха говорила:;ла;говори^ла
– Кіпи, кіпи,;пи;кіпи^
Вечеронька, стиха,;ха;сти^ха
– Кіпи, кіпи,;пи;кіпи^
Вечеронька, стиха,;ха;сти^ха
Нема й мого;го;мо^го
Милого жениха.;ха;жени^ха
А вже ж моя;оя;мо^я
Вечеря скіпає,;ає;скіпа^є
А вже ж моя;оя;мо^я
Вечеря скіпає,;ає;скіпа^є
А мій милий;ий;ми^лий
На поріг ступає.;ає;ступа^є
– Сідай, милий,;ий;ми^лий
На сіннім порозі,;зі;поро^зі
– Сідай, милий,;ий;ми^лий
На сіннім порозі,;зі;поро^зі
Та й розказуй,;уй;розка^зуй
Що ти чув в дорозі?;зі;доро^зі
– Чув я, мила,;ла;ми^ла
Про тебе новину,;ну;нови^ну
– Чув я, мила,;ла;ми^ла
Про тебе новину,;ну;нови^ну
Що ти мала;ла;ма^ла
Маленьку дитину.;ну;дити^ну
– Вчера була;ла;бу^ла
Циганочка в хатці;ці;ха^тці
– Вчера була;ла;бу^ла
Циганочка в хатці;ці;ха^тці
Та й забула;ла;забу^ла
Се дитя на лавці.;ці;ла^вці
– Брешеш, мила,;ла;ми^ла
Брешеш, чорнобрива,;ва;чорнобри^ва
– Брешеш, мила,;ла;ми^ла
Брешеш, чорнобрива,;ва;чорнобри^ва
Бо циганська;ка;цига^нська
Дитина чорненька,;ка;чорне^нька
А сисая,;ая;сиса^я
Як папір, біленька.;ка;біле^нька
– Іди, милий,;ий;ми^лий
До кумори спати,;ти;спа^ти
– Іди, милий,;ий;ми^лий
До кумори спати,;ти;спа^ти
Буду тобі;бі;то^бі
Всю правду казати.;ти;каза^ти
Що дві нічки,;ки;ні^чки
Дві нічки темненькі.;кі;темне^нькі
Що дві нічки,;ки;ні^чки
Дві нічки темненькі.;кі;темне^нькі
Ночував в мене;не;ме^не
Хлопець молоденький.;ий;молоде^нький
А на трету;ту;тре^ту
Ту нічку темненьку;ку;темне^ньку
А на трету;ту;трету
Ту нічку темненьку;ку;темне^ньку
Лишив мині;ні;ми^ні
Дитину маленьку.;ку;мале^ньку
До півночі;чі;півно^чі
Мила жебоніла,;ла;жебоні^ла
До півночі;чі;півно^чі
Мила жебоніла,;ла;жебоні^ла
А в півночі;чі;півно^чі
Нагайка бриніла,;ла;брині^ла
На світанку;ку;світа^нку
Мила задубіла.;ла;задубі^ла
Дав би, дав би;би;дав^би
Золотую скриню,;ню;скри^ню
Дав би, дав би;би;дав^би
Золотую скриню,;ню;скри^ню
Щоб розбудить;ть;розбу^дить
Милу господиню.;ню;господи^ню
Дав би, дав би;би;дав^би
Корову с тилятком,;ом;тиля^тком
Дав би, дав би;би;дав^би
Корову с тилятком,;ом;тиля^тком
Щоб розбудить;ть;розбу^дить
Милу до дитятки.;ки;дитя^тки
ПОЖЕНУ Я ТОВАР НА ЯР;яр;я^р
Пожену я товар на яр,;яр;я^р
На яр, на долину,;ну;доли^ну
А сам піду до дівчини;ни;дівчи^ни
На час, на годину.;ну;годи^ну
Ой як прийшов під віконце:;це;віко^нце
– Добрий вечер, серце!;це;се^рце
Вона стала, відказала:;ла;відказа^ла
– Йди, вбий жінку перше...;ше;пе^рше
– Ой дівчино, моє серце,;це;се^рце
Як же її бити?;ти;би^ти
Вона така молоденька,;ка;молоде^нька
Буде ся просити.;ти;проси^ти
– Біжи, біжи до корчомки,;ки;корчо^мки
Горілки напийся,;ся;напи^йся
А як прийдеш додомочку,;ку;додо^мочку
То жінки набийся...;ся;наби^йся
Як ударив же я жінку;ку;жі^нку
Правою рукою,;ою;руко^ю
– Розлилася кров червона;на;черво^на
Та по всьому полю.;лю;по^лю
Ой прибігла її ненька,;ка;не^нька
Стала на порозі,;зі;поро^зі
Обіляли стару неньку;ку;не^ньку
Дрібненькії сльози...;зи;сльо^зи
– Доню ж моя люба, мила,;ла;ми^ла
Що ж ти наробила,;ла;нароби^ла
Ой що твоя кров червона;на;черво^на
Землю сполонила?;ла;сполони^ла
– Ой нічого, моя ненько,;ко;не^нько
Я їму не винна,;на;ви^нна
Лиш він ходить до другої,;ої;дру^гої
А я щоб не жила.;ла;жи^ла
ОЙ ЗАЙМУ Я ВОЛИ В ПОЛИ;ли;по^ли
1. Ой займу я воли в поли,;ли;по^ли
Телята в долину,;ну;доли^ну
А сам піду до вдовоньки;ки;вдо^воньки
На час, на годину.;ну;годи^ну
А сам піду до вдовоньки;ки;вдо^воньки
На час, на годину.;ну;годи^ну
Прийшов же я під віконце:;це;віко^нце
– Добрий вечір, серце.;це;се^рце
Вона їму відповіла:;ла;відпові^ла
– Йди, вбий жінку перше.;ше;пе^рше
Вона їму відповіла:;ла;відпові^ла
– Йди, вбий жінку перше.;ше;пе^рше
– Скажи ж мені, моя мила,;ла;ми^ла
Як же її вбити?;ти;вби^ти
Моя жінка молоденька;ка;молоде^нька
Буде ся просити.;ти;проси^ти
Моя жінка молоденька;ка;молоде^нька
Буде ся просити.;ти;проси^ти
– Іди ж, милий, до коршмоньки,;ки;коршмо^ньки
Напийся горілки.;ки;горі^лки
А як прийдеш з коршми п’яний,;ий;пя^ний
Вчипися до жінки.;ки;жі^нки
А як прийшов з коршми п’яний,;ий;пя^ний
Вчипився до жінки.;ки;жі^нки
Як вдарив ї раз у груди,;ди;гру^ди
А два раза в зуби,;би;зу^би
Полялася кров червона;на;черво^на
По всі землі всюди;ди;всю^ди
Полялася кров червона;на;черво^на
По всі землі всюди;ди;всю^ди
Сусідоньки, добрі люди;ди;лю^ди
Дали ненькі знати:;ти;зна^ти
– Іди, іди, стара мати,;ти;ма^ти
Доньку ратувати.;ти;ратува^ти
– Іди, іди, стара мати,;ти;ма^ти
Доньку ратувати.;ти;ратува^ти
Ішла мати попід хату,;ту;ха^ту
Глянула в віконце:;це;віко^нце
Лежит дочка на лавочці;ці;лаво^чці
Збита, як суконце.;це;суко^нце
Лежит дочка на лавочці;ці;лаво^чці
Збита, як суконце.;це;суко^нце
- Дочко ж моя, дочко моя,;оя;мо^я
Що ж ти провинила,;ла;провини^ла
Що твоя вже кров червона;на;черво^на
Землю сполонила?;ла;сполони^ла
Що твоя вже кров червона;на;черво^на
Землю сполонила?;ла;сполони^ла
– Оце ж моя, рідна мати,;ти;ма^ти
Се я провинила,;ла;провини^ла
Бо в неділю до схід сонця;ця;со^нця
Обід не зварила.;ла;звари^ла
Бо в неділю до схід сонця;ця;со^нця
Обід не зварила.;ла;звари^ла
Мати ж моя ріднесенька,;ка;ріднесе^нька
Що я провинила,;ла;провини^ла
Ходит Яків до вдовоньки,;ки;вдово^ньки
А я щоб не жила.;ла;жи^ла
Ходит Яків до вдовоньки,;ки;вдово^ньки
А я щоб не жила.;ла;жи^ла
ОЙ З-ЗА ГОРИ СОНЦЕ СХОДИ;ди;схо^ди
Ой з-за гори сонце сходи,;ди;схо^ди
А пізно заходи,;ди;захо^ди
Там жонатий до дівчини;ни;дівчи^ни
На зальоти ходи.;ди;хо^ди
Там жонатий до дівчини;ни;дівчи^ни
На зальоти ходи.;ди;хо^ди
Прийшов милий до дівчини:;ни;дівчи^ни
– Добрий вечір, серце!;це;се^рце
Вона їму відповіла:;ла;відпові^ла
– Заріж жінку перше.;ше;пе^рше
Вона їму відповіла:;ла;відпові^ла
– Заріж жінку перше.;ше;пе^рше
Заріж жінку ще й дитину,;ну;дити^ну
Положи на лавку,;ку;ла^вку
А сам прийдеш йа звечера;ра;звече^ра
Та й сиди до ранку.;ку;ра^нку
А сам прийдеш йа звечера;ра;звече^ра
Та й сиди до ранку.;ку;ра^нку
Прийшов милий додомочку,;ку;додо^мочку
Сів ножа гострити,;ти;гостри^ти
Його жінка, як зозулька,;ка;зозу^лька
Взяла ся просити:;ти;проси^ти
Його жінка, як зозулька,;ка;зозу^лька
Взяла ся просити:;ти;проси^ти
– Пусти мене, мій миленький,;ий;миле^нький
Хоць їдну годинку,;ку;годи^нку
Та й нахай я погодую;ую;погоду^ю
Маленьку дитинку.;ку;дити^нку
Та й нахай я погодую;ую;погоду^ю
Маленьку дитинку.;ку;дити^нку
Пусти мене, мій миленький,;ий;миле^нький
Хоць їден часочок,;ок;часо^чок
Та нахай я погодую;ую;погоду^ю
Послєдний разочок.;ок;разо^чок
Та нахай я погодую;ую;погоду^ю
Послєдний разочок.;ок;разо^чок
– Тоди будеш, моя мила,;ла;ми^ла
Дитя годувати,;ти;годува^ти
Як я піду до Дунаю;аю;дуна^ю
Ножа полокати.;ти;полока^ти
Як я піду до Дунаю;аю;дуна^ю
Ножа полокати.;ти;полока^ти
Пішов милий до Дунаю;аю;дуна^ю
Ножа полокати,;ти;полока^ти
А сусіди, добрі люди;ди;лю^ди
Дали мати знати:;ти;зна^ти
А сусіди, добрі люди;ди;лю^ди
Дали мати знати:;ти;зна^ти
– Іди, іди, стара мати,;ти;ма^ти
Дочку поховати,;ти;похова^ти
Пішов милий до Дунаю;аю;дуна^ю
Ножа полокати.;ти;полока^ти
Пішов милий до Дунаю;аю;дуна^ю
Ножа полокати.;ти;полока^ти
Пішла, пішла стара мати,;ти;ма^ти
На порозі стала,;ла;ста^ла
Білі ручки заломала,;ла;залома^ла
Ревне заплакала:;ла;заплака^ла
Білі ручки заломала,;ла;залома^ла
Ревне заплакала:;ла;заплака^ла
– Дочка моя єдинице,;це;єдини^це
Що ж ти провинила,;ла;провини^ла
Та й що твоя кров червона;на;черво^на
Землю сполонила?;ла;сполони^ла
Та й що твоя кров червона;на;черво^на
Землю сполонила?;ла;сполони^ла
– Так не знаю, моя мамцю,;цю;ма^мцю
Коли-м ся вродила,;ла;вроди^ла
Так не знаю, моя мамцю,;цю;ма^мцю
Що я провинила.;ла;провини^ла
Так не знаю, моя мамцю,;цю;ма^мцю
Що я провинила.;ла;провини^ла
Йа на тую молодиці[ю];ію;молоди^цію
Штири дошки тешут,;ут;те^шут
Йа вже того розбойніка;ка;розбо^йніка
Нагайками чешут.;ут;че^шут
Йа вже того розбойніка;ка;розбо^йніка
Нагайками чешут.;ут;че^шут
Йа вже тую молодицю;цю;молоди^цю
До гробу провадят,;ят;прова^дят
А вже того розбойніка;ка;розбо^йніка
В кандали вбирают.;ют;вбира^ют
А вже того розбойніка;ка;розбо^йніка
В кандали вбирают.;ют;вбира^ют
Йа вже тую молодицю;цю;молоди^цю
А в яму спускают,;ют;спуска^ют
А вже ж того розбойніка;ка;розбо^йніка
Навіки вбивают.;ют;вбива^ют
А вже ж того розбойніка;ка;розбо^йніка
Навіки вбивают.;ют;вбива^ют
Йа вже тую молодицю;цю;молоди^цю
А в яму спустили,;ли;спусти^ли
Йа вже того розбойніка;ка;розбо^йніка
Навіки забили.;ли;заби^ли
Йа вже того розбойніка;ка;розбо^йніка
Навіки забили.;ли;заби^ли
Нема тої молодиці,;ці;молоди^ці
Лиш за ню говора,;ра;гово^ра
Нема того розбойніка,;ка;розбо^йніка
Лиш за ним дорога.;га;доро^га
Нема того розбойніка,;ка;розбо^йніка
Лиш за ним дорога.;га;доро^га
ПОЖЕНУ Я ТОВАР НА ЯР;яр;я^р
Пожену я товар на яр,;яр;я^р
Телята в долину,;ну;доли^ну
А сам піду до дівчини;ни;дівчи^ни
На час, на годину.;ну;годи^ну
Прийшов же ж я до дівчини:;ни;дівчи^ни
– Добрий вечір, серце!;це;се^рце
Вона ж мені відказала:;ла;відказа^ла
– Йди, вбий жінку першу;шу;пе^ршу
– Порадила-сь, дівчинонько,;ко;дівчино^нько
Як тебе любити,;ти;люби^ти
Тепер порадь, моя мила,;ла;ми^ла
Як жінку убити.;ти;уби^ти
– Піди, милий, до корчмоньки,;ки;корчмо^ньки
Горілки напийся,;ся;напи^йся
А як прийдеш додомоньку, –;у ;додо^моньку
До жінки вчепися.;ся;вчепи^ся
Прийшов же я додомоньку;ку;додо^моньку
Та й став жінку бити,;ти;би^ти
Сосідоньки, добрі люди;ди;лю^ди
Біжать боронити.;ти;борони^ти
– Зажди, милий, чорнобривий,;ий;чорнобри^вий
Зажди хоч годину,;ну;годи^ну
Нехай же ж я й погодую;ую;погоду^ю
Маленьку дитину.;ну;дити^ну
– Тоді мила-чорнобрива,;ва;милачорнобри^ва
Будеш годувати,;ти;годува^ти
Як я піду до Дунаю;аю;дуна^ю
Ножа полоскати.;ти;полоска^ти
– Сусідоньки, добрі люди,;ди;лю^ди
Дайте мамі знати,;ти;зна^ти
Нехай іде свою дочку;ку;до^чку
На смерть одівати.;ти;одіва^ти
і ОЙ ЧИ РАНО, ЧИ НЕ РАНО;но;ра^но
