Text;finals;last_word
Пан коня не слухав,;ав;слу^хав
До дівчини поїхав.;ав;пої^хав
Провів він дівчину;ну;дівчи^ну
Під зелену ялину,;ну;яли^ну
Ой таки ж він зрадив;ив;зра^див
Молодую дівчину.;ну;дівчи^ну
Ой таки ж він зрадив;ив;зра^див
Молодую дівчину.;ну;дівчи^ну
Ой дав він дівчині;ні;дівчи^ні
Сто червоних на бинду:;ду;би^нду
– Мили ся біленько,;ко;біле^нько
Ходи, серце, хорошенько.;ко;хороше^нько
– Мили ся біленько,;ко;біле^нько
Ходи, серце, хорошенько.;ко;хороше^нько
– Милила личенько;ко;личе^нько
Від раня до вечора,;ра;вечо^ра
Не таке личенько,;ко;личе^нько
Ох, як було й учора.;ра;учо^ра
Не таке личенько,;ко;личе^нько
Ох, як було й учора.;ра;учо^ра
Перше було личко,;ко;ли^чко
Як червона калина,;на;кали^на
А тепер такоє,;оє;тако^є
Як тая біла глина.;на;гли^на
А тепер такоє,;оє;тако^є
Як тая біла глина.;на;гли^на
Перше було личко,;ко;ли^чко
Як червоная рожа,;жа;ро^жа
А тепер такоє,;оє;тако^є
Як та вода негожа.;жа;него^жа
А тепер такоє,;оє;тако^є
Як та вода негожа.;жа;него^жа
Нагнівалась на мене;не;ме^не
Моя рідная мати,;ти;ма^ти
Сім неділь лежала-м;ам;лежа^лам
Та й не ввійшла до хати.;ти;ха^ти
Сім неділь лежала-м;ам;лежа^лам
Та й не ввійшла до хати.;ти;ха^ти
Нагнівалась на мене;не;ме^не
Моя рідная сестра,;ра;се^стра
Сім неділь лежала-м,;ам;лежа^лам
Води міні не принесла.;ла;прине^сла
Сім неділь лежала-м,;ам;лежа^лам
Води міні не принесла.;ла;прине^сла
ОЙ ТАМ БІЛЯ РІЧКИ;ки;рі^чки
Ой там біля річки,;ки;рі^чки
Ой там біля броду;ду;бро^ду
Кликав козак дівку;ку;ді^вку
В новую комору.;ру;комо^ру
Кликав козак дівку;ку;ді^вку
В новую комору.;ру;комо^ру
– Не пійду, козаче,;че;коза^че
Не пійду, соколю,;лю;соко^лю
Бо ще молоденька,;ка;молоде^нька
Боюсь поговору.;ру;погово^ру
Бо ще молоденька,;ка;молоде^нька
Боюсь поговору.;ру;погово^ру
– Не бійся, дічино,;но;дічи^но
Не бійся, нічого,;го;нічо^го
Я хлопець молодий,;ий;моло^дий
Не зрадив нікого.;го;ніко^го
Я хлопець молодий,;ий;моло^дий
Не зрадив нікого.;го;ніко^го
Не зрадив нікого,;го;ніко^го
Й дитини малої,;ої;мало^ї
Не зраджу я й тебе,;бе;те^бе
Дівки молодої.;ої;молодо^ї
Не зраджу я й тебе,;бе;те^бе
Дівки молодої.;ої;молодо^ї
Не спала я нічку,;ку;ні^чку
Не спала я другу,;гу;дру^гу
На третю[ю] нічку;ку;ні^чку
Лягла та й заснула.;ла;засну^ла
На третю[ю] нічку;ку;ні^чку
Лягла та й заснула.;ла;засну^ла
На третюю нічку;ку;ні^чку
Лягла та й заснула,;ла;засну^ла
Козак насміявся, –;я ;насмія^вся
Дівчина не чула.;ла;чу^ла
Козак насміявся, –;я ;насмія^вся
Дівчина не чула.;ла;чу^ла
Прокинулась дівка,;ка;ді^вка
Як рибочка в’ється,;ся;вє^ться
Козак молоденький;ий;молоде^нький
Лежить та й сміється.;ся;сміє^ться
Козак молоденький;ий;молоде^нький
Лежить та й сміється.;ся;сміє^ться
– На тобі, дівчино,;но;дівчи^но
Сто рублів на мило,;ло;ми^ло
Сто рублів на мило,;ло;ми^ло
А двісті на пиво.;во;пи^во
Сто рублів на мило,;ло;ми^ло
А двісті на пиво.;во;пи^во
Милом намиляйся,;ся;намиля^йся
Пивом напивайся,;ся;напива^йся
Щоб краса не спала,;ла;спа^ла
Щоб мати не знала.;ла;зна^ла
Щоб краса не спала,;ла;спа^ла
Щоб мати не знала.;ла;зна^ла
– Хай тебе вмиває;ає;вмива^є
Лихая година,;на;годи^на
Від мене відмови[-]лася;ся;відмовила^ся
Вся родина.;на;роди^на
Від мене відмови[-]лася;ся;відмовила^ся
Вся родина.;на;роди^на
Ой Боже мій, Боже,;же;бо^же
Що я наробила?;ла;нароби^ла
Я свою родину;ну;роди^ну
Навік засмутила.;ла;засмути^ла
Я свою родину;ну;роди^ну
Навік засмутила.;ла;засмути^ла
Засмутився батько,;ко;ба^тько
Засмутилась мати,;ти;ма^ти
Засмутивсь той хлопець,;ць;хло^пець
Що мав мене брати!;ти;бра^ти
Засмутивсь той хлопець,;ць;хло^пець
Що мав мене брати!;ти;бра^ти
ЇХАВ КОЗАК, ЇХАВ;ав;ї^хав
Їхав козак, їхав,;ав;ї^хав
Та й з дороги збився,;ся;зби^вся
Вороному коню;ню;ко^ню
Вороному коню;ню;ко^ню
На гриву схилився.;ся;схили^вся
Вороному коню;ню;ко^ню
На гриву схилився.;ся;схили^вся
– Вези мене, коню,;ню;ко^ню
Та в чистеє поле,;ле;по^ле
Ой там моя мила,;ла;ми^ла
Ой там моя мила,;ла;ми^ла
Пшениченьку поле.;ле;по^ле
Ой там моя мила,;ла;ми^ла
Пшениченьку поле.;ле;по^ле
Там вона поле та;та;по^лета
Кукіль вибирає,;ає;вибира^є
Вороному коню;ню;ко^ню
Вороному коню;ню;ко^ню
На гриву кидає.;ає;кида^є
Вороному коню;ню;ко^ню
На гриву кидає.;ає;кида^є
– Кидай, дівчинонько,;ко;дівчино^нько
Кукіль вибирати,;ти;вибира^ти
Бери козаченька;ка;козаче^нька
Бери козаченька;ка;козаче^нька
Та й веди до хати.;ти;ха^ти
Бери козаченька;ка;козаче^нька
Та й веди до хати.;ти;ха^ти
Бери козаченька;ка;козаче^нька
Та й веди до хати,;ти;ха^ти
Стели білу постіль;ль;по^стіль
Стели білу постіль;ль;по^стіль
Та й положи спати.;ти;спа^ти
Стели білу постіль;ль;по^стіль
Та й положи спати.;ти;спа^ти
Дівчинонька лягла;ла;ля^гла
Ще й міцно заснула,;ла;засну^ла
Козак насміявся,;ся;насмія^вся
Козак насміявся,;ся;насмія^вся
Дівчина не чула.;ла;чу^ла
Козак насміявся,;ся;насмія^вся
Дівчина не чула.;ла;чу^ла
Козак із армії;ії;армі^ї
Дрібні листи пише;ше;пи^ше
До теї дівчини,;ни;дівчи^ни
До теї гарної,;ої;гарно^ї
Що дитя колише.;ше;коли^ше
До теї гарної,;ої;гарно^ї
Що дитя колише.;ше;коли^ше
Що дитя колише,;ше;коли^ше
Що думу думає:;ає;дума^є
– Ізвів мене козак,;ак;ко^зак
– Ізвів мене козак,;ак;ко^зак
Скарай його, Боже!;же;бо^же
– Ізвів мене козак,;ак;ко^зак
Скарай його, Боже!;же;бо^же
Я ДУМАЛА;ла;дума^ла
| : Я думала,;ла;дума^ла
Що то місяць сходи, :|; |;схо^ди
|: То мій [милий];ий;ми^лий
По риночку ходи, :|; |;хо^ди
|: За собою;ою;собо^ю
Ворон коня води, :|; |;во^ди
|: В правій руці сиву;ву;си^ву
Шапку носи, :|; |;но^си
|: В свого пана;на;па^на
Додому ся проси: :|; |;про^си
– Пусти мене,;не;ме^не
Мій пане, додому,;му;додо^му
Плаче, тужит;ит;ту^жит
Дівчина за мною.;ою;мно^ю
– Нехай плаче,;че;пла^че
Вона перетужи,;жи;перету^жи
Йа не пустю,;тю;пу^стю
Доки не відслужиш.;иш;відслу^жиш
– Як не будеш,;еш;бу^деш
Мій пане, пускати,;ти;пуска^ти
То я буду;ду;бу^ду
Ночую втікати.;ти;втіка^ти
– Як ти будеш н; н;бу^дешн
Нoчую втікати,;ти;втіка^ти
|: То я скажу;жу;ска^жу
Й коні посідлати, :|; |;посідла^ти
|: Скажу й тебе;бе;те^бе
Козакам злапати, :|; |;злапа^ти
Скажу тебе;бе;те^бе
В кайдани вкувати.;ти;вкува^ти
– Не куй мене,;не;ме^не
Мій пане, в кайдани,;ни;кайда^ни
Прикуй мене;не;ме^не
В шинькарки до лавки.;ки;ла^вки
Бо в шинькарки;ки;шинька^рки
Є шо їсти й пити,;ти;пи^ти
Бо в шинькарки;ки;шинька^рки
Є с ким говорити.;ти;говори^ти
Бо в шинькарки;ки;шинька^рки
Є мед і горівка,;ка;горі^вка
Бо в шинькарки;ки;шинька^рки
Єсть хороша дівка.;ка;ді^вка
Йа шинькарка;ка;шинька^рка
Свою дочку била:;ла;би^ла
– Де ж ти, доню,;ню;до^ню
Вінок загубила?;ла;загуби^ла
– На Дунаю;аю;дуна^ю
Полотно білила,;ла;біли^ла
Там я, мамцю,;цю;ма^мцю
Вінок загубила.;ла;загуби^ла
Як над’їхав;ав;надї^хав
Козак молоденький,;ий;молоде^нький
Здоймив з мене;не;ме^не
Вінок зелененький.;ий;зелене^нький
Як над’їхав;ав;надї^хав
Козак з бородою,;ою;бородо^ю
Поплив же мій;ій;же^мій
Віночок з водою.;ою;водо^ю
Я ДУМАЛА;ла;дума^ла
Я думала,;ла;дума^ла
Що то місяць сходе,;де;схо^де
А то милий;ий;ми^лий
По риночку ходе.;де;хо^де
А то милий;ий;ми^лий
По риночку ходе,;де;хо^де
Свого коня;ня;ко^ня
За поводи воде.;де;во^де
Свого коня;ня;ко^ня
По риночку воде,;де;во^де
В свого пана;на;па^на
Милостині просе:;се;про^се
– Пусти мене,;не;ме^не
Мій пане, додому, –;у ;додо^му
Захворіла;ла;захворі^ла
Лошадь підо мною.;ою;мно^ю
Захворіла;ла;захворі^ла
Лошадь підо мною,;ою;мно^ю
Затужила;ла;затужи^ла
Дівчина за мною.;ою;мно^ю
– Нехай туже,;же;ту^же
Вона перетуже,;же;перету^же
Нехай козак;ак;ко^зак
Хоч року дослуже.;же;дослу^же
– Як я буду;ду;бу^ду
Року добувати,;ти;добува^ти
То я буду;ду;бу^ду
Ночами втікати.;ти;втіка^ти
– Як ти будеш;еш;бу^деш
Ночами втікати,;ти;втіка^ти
То я буду;ду;бу^ду
В кандали кувати.;ти;кува^ти
– Не куй мене,;не;ме^не
Мій пане, в кайдани,;ни;кайда^ни
Прикуй мене;не;ме^не
В шинькарки до лави.;ви;ла^ви
Бо в шинькарки;ки;шинька^рки
Мед-горівка добра,;ра;до^бра
Шинькарова;ва;шинькаро^ва
Дівчина вподобна.;на;вподо^бна
Бо в шинькарки;ки;шинька^рки
Мед-горівка п’ється,;ся;пє^ться
Шинькарова;ва;шинькаро^ва
Дівчина сміється.;ся;сміє^ться
Я Ж ДУМАЛА;ла;дума^ла
Я ж думала,;ла;дума^ла
Що то місяць сходит,;ит;схо^дит
А то милий;ий;ми^лий
По риночку ходит.;ит;хо^дит
А то милий;ий;ми^лий
По риночку ходит,;ит;хо^дит
В правій руці;ці;ру^ці
Сиву шапку носит.;ит;но^сит
В правій руці;ці;ру^ці
Сиву шапку носит,;ит;но^сит
Хорошенько;ко;хороше^нько
Свого пана просит:;ит;про^сит
– Ой пане мій, пане,;не;па^не
Пусти ж мня додому, –;у ;додо^му
Бо захромів;ів;захро^мів
Мій кінь підо мною.;ою;мно^ю
– Я не скажу;жу;ска^жу
Додому пускати,;ти;пуска^ти
Але скажу;жу;ска^жу
Й коня відобрати.;ти;відобра^ти
А я й скажу;жу;ска^жу
Й коня відобрати,;ти;відобра^ти
Тебе скажу;жу;ска^жу
В кандали забити!;ти;заби^ти
– Ой пане ж мій, пане,;не;па^не
Пусти мня додому:;му;додо^му
Плаче, тужит;ит;ту^жит
Дівчина за мною!;ою;мно^ю
– Вона тужит, –;т ;ту^жит
Вона й перетужит,;ит;перету^жит
Нехай козак;ак;ко^зак
До году дослужит!;ит;дослу^жит
 ТИХИЙ ДУНАЙ;ай;дуна^й
Тихий Дунай;ай;дуна^й
Тихо воду несе.;се;несе^
Тихий Дунай;ай;дуна^й
Тихо воду несе.;се;несе^
Ще тихіше;ше;тихіше^
Дівка косу чеше.;ше;чеше^
Ще тихіше;ше;тихіше^
Дівка косу чеше.;ше;чеше^
Що зачеше,;ше;зачеше^
На Дунай занесе:;се;занесе^
Що зачеше,;ше;зачеше^
На Дунай занесе:;се;занесе^
– Плини, косо,;со;косо^
Вдогін за водою,;ою;водою^
– Плини, косо,;со;косо^
Вдогін за водою,;ою;водою^
А я піду;ду;піду^
Слідом за тобою.;ою;тобою^
А я піду;ду;піду^
Слідом за тобою.;ою;тобою^
ТИХИЙ ДУНАЙ;ай;дунай^
Тихий Дунай;ай;дунай^
Тихо воду несе,;се;несе^
Тихий Дунай;ай;дунай^
Тихо воду несе,;се;несе^
Ще тихіше;ше;тихіше^
Дівка косу чеше.;ше;чеше^
Ще тихіше;ше;тихіше^
Дівка косу чеше.;ше;чеше^
Що зачеше,;ше;зачеше^
На Дунай занесе:;се;занесе^
Що зачеше,;ше;зачеше^
На Дунай занесе:;се;занесе^
– Пливи, косо,;со;косо^
В долину з водою,;ою;водою^
– Пливи, косо,;со;косо^
В долину з водою,;ою;водою^
А я піду;ду;піду^
Слідом за тобою.;ою;тобою^
А я піду;ду;піду^
Слідом за тобою.;ою;тобою^
Плила й коса,;са;коса^
Аж під гайом стала.;ла;стала^
Плила й коса,;са;коса^
Аж під гайом стала.;ла;стала^
Там під гайом;ом;гайо^м
Явір зелененький,;ий;зелененьки^й
Там під гайом;ом;гайо^м
Явір зелененький,;ий;зелененьки^й
Під явором;ом;яворо^м
Коник вороненький,;ий;вороненьки^й
Під явором;ом;яворо^м
Коник вороненький,;ий;вороненьки^й
На конику;ку;конику^
Хлопець молоденький;ий;молоденьки^й
На конику;ку;конику^
Хлопець молоденький;ий;молоденьки^й
Сидит собі,;бі;собі^
На скрипочку грає,;ає;грає^
Сидит собі,;бі;собі^
На скрипочку грає,;ає;грає^
Струна в струну;ну;струну^
Й голос вимовляє:;яє;вимовляє^
Струна в струну;ну;струну^
Й голос вимовляє:;яє;вимовляє^
– Нема стриму;му;стриму^
Вдовиному сину,;ну;сину^
– Нема стриму;му;стриму^
Вдовиному сину,;ну;сину^
Звів з розуму;му;розуму^
Й молоду дівчину.;ну;дівчину^
Звів з розуму;му;розуму^
Й молоду дівчину.;ну;дівчину^
Звівши, звівши,;ши;звівши^
На коника сівши:;ши;сівши^
Звівши, звівши,;ши;звівши^
На коника сівши:;ши;сівши^
– Будь здорова,;ва;здорова^
Моя чорноброва,;ва;чорноброва^
– Будь здорова,;ва;здорова^
Моя чорноброва,;ва;чорноброва^
Бо я ни твій,;ій;тві^й
А ти вже ни моя.;оя;моя^
Бо я ни твій,;ій;тві^й
А ти вже ни моя.;оя;моя^
ОЙ ТИХО, ТИХО;хо;тихо^
Ой тихо, тихо;хо;тихо^
Дунай воду несе,;се;несе^
А ще тихіше;ше;тихіше^
Дівка косу чеше.;ше;чеше^
А ще тихіше;ше;тихіше^
Дівка косу чеше.;ше;чеше^
Ой чеше, чеше;ше;чеше^
Та на Дунай несе:;се;несе^
– Ой пливи, косо,;со;косо^
Уплив за водою!;ою;водою^
– Ой пливи, косо,;со;косо^
Уплив за водою!;ою;водою^
Ой пливи, косo,;сo;косo^
Уплив за водою,;ою;водою^
А я, молодая,;ая;молодая^
Услід за тобою.;ою;тобою^
А я, молодая,;ая;молодая^
Услід за тобою.;ою;тобою^
А там, за Дунайом;ом;дунайо^м
Явір зелененький,;ий;зелененьки^й
А там, під явором,;ом;яворо^м
Коник вороненький.;ий;вороненьки^й
А там, під явором,;ом;яворо^м
Коник вороненький.;ий;вороненьки^й
А під явором;ом;яворо^м
Коник вороненький,;ий;вороненьки^й
А на конику;ку;конику^
Козак молоденький.;ий;молоденьки^й
А на конику;ку;конику^
Козак молоденький.;ий;молоденьки^й
Ой сидить же він,;ін;ві^н
На скрипочці грає,;ає;грає^
А до Дунаю;аю;дунаю^
Стиха промовляє:;яє;промовляє^
А до Дунаю;аю;дунаю^
Стиха промовляє:;яє;промовляє^
– Ой нема краю;аю;краю^
В тихому Дунаю,;аю;дунаю^
Ой нема впину;ну;впину^
Вдовиному сину.;ну;сину^
Ой нема впину;ну;впину^
Вдовиному сину.;ну;сину^
Ой нема впину;ну;впину^
Вдовиному сину,;ну;сину^
Що звів з розуму;му;розуму^
Дівку-сиротину.;ну;дівкусиротину^
Що звів з розуму;му;розуму^
Дівку-сиротину.;ну;дівкусиротину^
ОЙ У САДОЧКУ;ку;садо^чку
Ой у садочку;ку;садо^чку
Там зацвіла ліщина,;на;ліщи^на
Заболів козак,;ак;ко^зак
Заплакала дівчина.;на;дівчи^на
Заболів козак,;ак;ко^зак
Заплакала дівчина.;на;дівчи^на
– Ой ти, козаче,;че;коза^че
Що ж ти думаєш,;єш;дума^єш
Звів мене з ума,;ма;у^ма
А тепер покидаєш.;єш;покида^єш
Звів мене з ума,;ма;у^ма
А тепер покидаєш.;єш;покида^єш
– Не я тебе звів,;ів;зві^в
Звела темная нічка,;ка;нічка^
Солодкий медок,;ок;медо^к
Гіркая горілочка.;ка;горілочка^
Солодкий медок,;ок;медо^к
Гіркая горілочка.;ка;горілочка^
– Горілки не п’ю,;пю;пю^
Меду не вп’юся,;ся;впю^ся
Тепер я твоя,;оя;твоя^
Я тебе не боюся.;ся;бою^ся
Тепер я твоя,;оя;твоя^
Я тебе не боюся.;ся;бою^ся
Козак молодий;ий;молоди^й
На Вкраїну в’їжджає,;ає;вїжджа^є
Молода дівка;ка;дівка^
З козаком розмовляє:;яє;розмовля^є
Молода дівка;ка;дівка^
З козаком розмовляє:;яє;розмовля^є
– Ой ти, козаче,;че;козаче^
Возьми цюю дитину,;ну;дити^ну
Бо як не візьмеш,;еш;візьме^ш
То й під коня підкину;ну;підки^ну
Бо як не візьмеш,;еш;візьме^ш
То й під коня підкину;ну;підки^ну
– Як ти любила;ла;любила^
Подаруночки брати,;ти;бра^ти
То й тепер люби;би;люби^
Мале дитя гойдати.;ти;гойда^ти
То й тепер люби;би;люби^
Мале дитя гойдати.;ти;гойда^ти
– Не багато я; я;я^
Подаруночків брала,;ла;бра^ла
Тільки дев’ять пар;ар;па^р
Черевичок стоптала.;ла;стопта^ла
Тільки дев’ять пар;ар;па^р
Черевичок стоптала.;ла;стопта^ла
Подаруй, козак,;ак;коза^к
Ще й десятую пару,;ру;па^ру
Як не схожу я,; я;я^
Сходить дитина твоя.;оя;тво^я
Як не схожу я,; я;я^
Сходить дитина твоя.;оя;тво^я
ЗАШУМІВ ТЕРЕН;ен;те^рен
Зашумів терен,;ен;те^рен
Затріщала ліщина.;на;ліщи^на
Поїхав козак,;ак;ко^зак
Заплакала дівчина.;на;дівчи^на
Поїхав козак,;ак;ко^зак
Заплакала дівчина.;на;дівчи^на
А що-м у гаю;аю;га^ю
Козак коня сідлає;ає;сідла^є
Молоде дівча;ча;дівча^
Дитятко колихає.;ає;колиха^є
Молоде дівча;ча;дівча^
Дитятко колихає.;ає;колиха^є
– Ой ти, козаче,;че;козаче^
Возьми з собою дитя.;тя;ди^тя
А як не візьмеш,;еш;візьме^ш
– То й кину під коника.;ка;кони^ка
А як не візьмеш,;еш;візьме^ш
– То й кину під коника.;ка;кони^ка
– Ой ти, дівчино,;но;дівчино^
Нащо те дитя кидать?;ть;ки^дать
Я ж йому отец,;ец;оте^ц
А ти йому родна мать.;ть;родна^мать
Я ж йому отец,;ец;оте^ц
А ти йому родна мать.;ть;родна^мать
КОСИТЬ ВАСИЛЬ СІНО;но;сі^но
Косить Василь сіно,;но;сі^но
Широкі покоси,;си;поко^си
До нього дівчина;на;дівчи^на
Дитину приносить:;ть;прино^сить
– Василю, Василю,;лю;васи^лю
Візьми цю дитину,;ну;дити^ну
Не візьмеш дитину, –;у ;дити^ну
На покосі покину;ну;поки^ну
Кинув Василь косу,;су;ко^су
Та й кинув додолу,;лу;додо^лу
Узяв він дитину;ну;дити^ну
Та й пішов додому.;му;додо^му
– Мамо дорогенька,;ка;дороге^нька
Скоїлась новина:;на;нови^на
В лузі на покосі;сі;поко^сі
Лежала дитина!;на;дити^на
– Бери цю дитину;ну;дити^ну
Та й неси до хати,;ти;ха^ти
За рочок, за другий;ий;дру^гий
Поміч будеш мати.;ти;ма^ти
– Мамцю дорогенька,;ка;дороге^нька
Є друга новина:;на;нови^на
В сінях за дверіма;ма;двері^ма
Молода дівчина!;на;дівчи^на
– Бери цю дівчину;ну;дівчи^ну
Та й веди до хати,;ти;ха^ти
Буде цій дитині;ні;дити^ні
За ріднюю мати!;ти;ма^ти
і В ЗЕЛЕНІЙ ДУБИНІ;ні;дуби^ні
і В зеленій дубині;ні;дуби^ні
Василь сіно косить,;ть;ко^сить
і До него дівчина;на;дівчи^на
Дитятко й приносить.;ть;прино^сить
і До него дівчина;на;дівчи^на
Дитятко й приносить.;ть;прино^сить
– А на тобі, Василю,;лю;васи^лю
Й цу малу й дитину,;ну;дити^ну
Як ти ї не озьмеш,;еш;о^зьмеш
На покіс покину.;ну;поки^ну
Як ти ї не озьмеш,;еш;о^зьмеш
На покіс покину.;ну;поки^ну
Кинув Василь косу;су;ко^су
В траву зелененьку;ку;зелене^ньку
Та й узяв на руки;ки;ру^ки
Й дитину маленьку.;ку;мале^ньку
Та й узяв на руки;ки;ру^ки
Й дитину маленьку.;ку;мале^ньку
Став Василь гадати;ти;гада^ти
Та й думку думати,;ти;дума^ти
Як же рідні мамі,;мі;ма^мі
Як же ї сказати?;ти;сказа^ти
Як же рідні мамі,;мі;ма^мі
Як же ї сказати?;ти;сказа^ти
– Ой мамо-мамусю,;сю;мамомаму^сю
Случилась причина, –;а ;причи^на
Десь ся на покосі;сі;поко^сі
Взялася й дитина.;на;дити^на
Десь ся на покосі;сі;поко^сі
Взялася й дитина.;на;дити^на
– Василю, Василю,;лю;васи^лю
Що будем діяти,;ти;дія^ти
Йа хто ж єго отец,;ец;о^тец
Йа хто ж рідна мати?;ти;ма^ти
Йа хто ж єго отец,;ец;о^тец
Йа хто ж рідна мати?;ти;ма^ти
Василю, Василю,;лю;васи^лю
Що се за причина?;на;причи^на
Йа в воротьох плаче;че;пла^че
Й молода дівчина.;на;дівчи^на
Йа в воротьох плаче;че;пла^че
Й молода дівчина.;на;дівчи^на
Василю, Василю,;лю;васи^лю
Клич її до хати,;ти;ха^ти
Та й ти будеш отец,;ец;о^тец
Вона – рідна мати.;ти;ма^ти
Та й ти будеш отец,;ец;о^тец
Вона – рідна мати.;ти;ма^ти
ОЙ У ЧИСТІМ ПОЛІ;лі;по^лі
Ой у чистім полі;лі;по^лі
Василь сіно косить,;ть;ко^сить
А йому дівчина;на;дівчи^на
Дитину приносить.;ть;прино^сить
А йому дівчина;на;дівчи^на
Дитину приносить.;ть;прино^сить
– Василю, Василю,;лю;васи^лю
На тобі дитину,;ну;дити^ну
А якщо не возьмеш,;еш;во^зьмеш
На покосі кину.;ну;ки^ну
А якщо не возьмеш,;еш;во^зьмеш
На покосі кину.;ну;ки^ну
Кинув Василь косу,;су;ко^су
На чужому полі,;лі;по^лі
А сам взяв дитину;ну;дити^ну
Та й пішов додому.;му;додо^му
А сам взяв дитину;ну;дити^ну
Та й пішов додому.;му;додо^му
– Мамцю ж моя, мамцю,;цю;ма^мцю
Що то за новина,;на;нови^на
Де ся взялась на покосі;сі;поко^сі
Маленька дитина?;на;дити^на
Де ся взялась на покосі;сі;поко^сі
Маленька дитина?;на;дити^на
– Бери її, сину,;ну;си^ну
Та й неси до хати,;ти;ха^ти
Найшлася дитина,;на;дити^на
То знайдеться мати.;ти;ма^ти
Найшлася дитина,;на;дити^на
То знайдеться мати.;ти;ма^ти
– Мамцю ж моя, мамцю,;цю;ма^мцю
Ще одна новина:;на;нови^на
Стоїть за дверима;ма;двери^ма
Молода дівчина.;на;дівчи^на
Стоїть за дверима;ма;двери^ма
Молода дівчина.;на;дівчи^на
– Бери її, сину,;ну;си^ну
Та й веди до хати:;ти;ха^ти
Буде тобі жінка,;ка;жі^нка
А дитині мати.;ти;ма^ти
Буде тобі жінка,;ка;жі^нка
А дитині мати.;ти;ма^ти
ВАСИЛЬ СІНО КОСИТЬ;ть;ко^сить
Василь сіно косить,;ть;ко^сить
Широкі покоси,;си;поко^си
До нього дівчина;на;дівчи^на
Дитину приносить:;ть;прино^сить
До нього дівчина;на;дівчи^на
Дитину приносить:;ть;прино^сить
– Василю, Василю,;лю;васи^лю
На тобі дитину,;ну;дити^ну
А якщо не візьмеш, –;ш ;ві^зьмеш
На покіс покину.;ну;поки^ну
А якщо не візьмеш, –;ш ;ві^зьмеш
На покіс покину.;ну;поки^ну
Кинув Василь косу;су;ко^су
Додолу, додолу,;лу;додо^лу
Бере ту дитину;ну;дити^ну
Та й поніс додому.;му;додо^му
Бере ту дитину;ну;дити^ну
Та й поніс додому.;му;додо^му
– Мамцю моя, мамцю,;цю;ма^мцю
Случилась причина:;на;причи^на
В лузі на покосі;сі;поко^сі
Лежала дитина.;на;дити^на
В лузі на покосі;сі;поко^сі
Лежала дитина.;на;дити^на
– Бери ту дитину;ну;дити^ну
Та й неси до хати, –;и ;ха^ти
За годок, за другий;ий;дру^гий
Будеш поміч мати.;ти;ма^ти
За годок, за другий;ий;дру^гий
Будеш поміч мати.;ти;ма^ти
– Мамцю моя, мамцю,;цю;ма^мцю
Ще й друга причина, –;а ;причи^на
В сінях за дверима;ма;двери^ма
Молода дівчина.;на;дівчи^на
В сінях за дверима;ма;двери^ма
Молода дівчина.;на;дівчи^на
– Бери ту дівчину;ну;дівчи^ну
Та й веди до хати, –;и ;ха^ти
Буде тобі жінка,;ка;жі^нка
А дитині мати.;ти;ма^ти
Буде тобі жінка,;ка;жі^нка
А дитині мати.;ти;ма^ти
 Ти підеш косити,;ти;коси^ти
Вона – молотити,;ти;молоти^ти
А я буду вдома;ма;вдо^ма
Дитину глядіти.;ти;гляді^ти
А я буду вдома;ма;вдо^ма
Дитину глядіти.;ти;гляді^ти
ЧЕРВОНА КАЛИНО;но;кали^но
– Червона калино,;но;кали^но
Чого в лузі стоїш?;їш;стої^ш
Молода дівчино,;но;дівчи^но
Чо ся мене боїш?;їш;бої^ш
– Боюся, боюся;ся;бою^ся
Й буду ся бояти:;ти;боя^ти
Звів-ес з розумочку,;ку;розумо^чку
Сам ідеш гуляти.;ти;гуля^ти
Звів-ес з розумочку;ку;розумо^чку
На самий Великдень...;нь;вели^кдень
Ідеш попри мене, –;е ;ме^не
"Не скажеш ""Добрий день!""";нь;добри^йдень
"Не скажеш ""Добрий день!""";нь;добри^йдень
Ні доброго слова.;ва;сло^ва
Махнув білов хустков:;ов;ху^стков
– Будь, мила, здорова!;ва;здоро^ва
Нащо ти махаєш,;єш;маха^єш
Коли покидаєш?;єш;покида^єш
Щаслива дорога,;га;доро^га
Куди гадку маєш...;єш;ма^єш
Щаслива дорога;га;доро^га
Звідси до Гукова;ва;гуко^ва
Випала з-під коня;ня;ко^ня
Золота підкова.;ва;підко^ва
Не жаль за підковов,;ов;підко^вов
Що ся загубила,;ла;загуби^ла
Лиш жаль за дівчинов,;ов;дівчи^нов
Що ся зажурила.;ла;зажури^ла
Не жаль за підковов,;ов;підко^вов
Підкова новенька,;ка;нове^нька
Лиш жаль за дівчинов,;ов;дівчи^нов
Бо ще молоденька.;ка;молоде^нька
Не жаль за підковов,;ов;підко^вов
Що підкова злата,;та;зла^та
Лиш жаль за дівчинов,;ов;дівчи^нов
Що бідна сирота.;та;сиро^та
Не жаль за підковов,;ов;підко^вов
Що підкова мідна,;на;мі^дна
Лиш жаль за дівчинов,;ов;дівчи^нов
Лишилася бідна.;на;бі^дна
ЧЕРВОНА КАЛИНО;но;кали^но
– Червона калино,;но;кали^но
Чого в лузі стоїш?;їш;сто^їш
Чи гілля не маєш,;єш;ма^єш
Чи ся суші боїш?;їш;бо^їш
Чи гілля не маєш,;єш;ма^єш
Чи ся суші боїш?;їш;бо^їш
– Ой я гілля маю,;аю;ма^ю
Суші ся не бою,;ою;бо^ю
Лиш думку думаю,;аю;дума^ю
Як зацвисти маю.;аю;ма^ю
