poem_id;pos;sentence;lemma;upos
doc3;1;Ой дід-ладо;ой;INTJ
doc3;2;Ой дід-ладо;дід;NOUN
doc3;4;Ой дід-ладо;ладо;NOUN
doc4;1;Ой дід-ладо;ой;INTJ
doc4;2;Ой дід-ладо;дід;NOUN
doc4;4;Ой дід-ладо;ладо;NOUN
doc7;1;Ой дід-ладо;ой;INTJ
doc7;2;Ой дід-ладо;дід;NOUN
doc7;4;Ой дід-ладо;ладо;NOUN
doc8;1;Ой дід-ладо;ой;INTJ
doc8;2;Ой дід-ладо;дід;NOUN
doc8;4;Ой дід-ладо;ладо;NOUN
doc11;1;Ой дід-ладо;ой;INTJ
doc11;2;Ой дід-ладо;дід;NOUN
doc11;4;Ой дід-ладо;ладо;NOUN
doc12;1;Ой дід-ладо;ой;INTJ
doc12;2;Ой дід-ладо;дід;NOUN
doc12;4;Ой дід-ладо;ладо;NOUN
doc15;1;Ой дід-ладо;ой;INTJ
doc15;2;Ой дід-ладо;дід;NOUN
doc15;4;Ой дід-ладо;ладо;NOUN
doc16;1;Ой дід-ладо;ой;INTJ
doc16;2;Ой дід-ладо;дід;NOUN
doc16;4;Ой дід-ладо;ладо;NOUN
doc19;1;Ой дід-ладо;ой;INTJ
doc19;2;Ой дід-ладо;дід;NOUN
doc19;4;Ой дід-ладо;ладо;NOUN
doc20;1;Ой дід-ладо;ой;INTJ
doc20;2;Ой дід-ладо;дід;NOUN
doc20;4;Ой дід-ладо;ладо;NOUN
doc23;1;Ой дід-ладо;ой;INTJ
doc23;2;Ой дід-ладо;дід;NOUN
doc23;4;Ой дід-ладо;ладо;NOUN
doc24;1;Ой дід-ладо;ой;INTJ
doc24;2;Ой дід-ладо;дід;NOUN
doc24;4;Ой дід-ладо;ладо;NOUN
doc27;1;Ой дід-ладо;ой;INTJ
doc27;2;Ой дід-ладо;дід;NOUN
doc27;4;Ой дід-ладо;ладо;NOUN
doc28;1;Ой дід-ладо;ой;INTJ
doc28;2;Ой дід-ладо;дід;NOUN
doc28;4;Ой дід-ладо;ладо;NOUN
doc31;1;Ой дід-ладо;ой;INTJ
doc31;2;Ой дід-ладо;дід;NOUN
doc31;4;Ой дід-ладо;ладо;NOUN
doc32;1;Ой дід-ладо;ой;INTJ
doc32;2;Ой дід-ладо;дід;NOUN
doc32;4;Ой дід-ладо;ладо;NOUN
doc35;1;Ой дід-ладо;ой;INTJ
doc35;2;Ой дід-ладо;дід;NOUN
doc35;4;Ой дід-ладо;ладо;NOUN
doc36;1;Ой дід-ладо;ой;INTJ
doc36;2;Ой дід-ладо;дід;NOUN
doc36;4;Ой дід-ладо;ладо;NOUN
doc39;1;Ой дід-ладо;ой;INTJ
doc39;2;Ой дід-ладо;дід;NOUN
doc39;4;Ой дід-ладо;ладо;NOUN
doc40;1;Ой дід-ладо;ой;INTJ
doc40;2;Ой дід-ладо;дід;NOUN
doc40;4;Ой дід-ладо;ладо;NOUN
doc43;1;Ой дід-ладо;ой;INTJ
doc43;2;Ой дід-ладо;дід;NOUN
doc43;4;Ой дід-ладо;ладо;NOUN
doc44;1;Ой дід-ладо;ой;INTJ
doc44;2;Ой дід-ладо;дід;NOUN
doc44;4;Ой дід-ладо;ладо;NOUN
doc47;1;Ой дід-ладо;ой;INTJ
doc47;2;Ой дід-ладо;дід;NOUN
doc47;4;Ой дід-ладо;ладо;NOUN
doc48;1;Ой дід-ладо;ой;INTJ
doc48;2;Ой дід-ладо;дід;NOUN
doc48;4;Ой дід-ладо;ладо;NOUN
doc51;1;Ой дід-ладо;ой;INTJ
doc51;2;Ой дід-ладо;дід;NOUN
doc51;4;Ой дід-ладо;ладо;NOUN
doc52;1;Ой дід-ладо;ой;INTJ
doc52;2;Ой дід-ладо;дід;NOUN
doc52;4;Ой дід-ладо;ладо;NOUN
doc55;1;Ой дід-ладо;ой;INTJ
doc55;2;Ой дід-ладо;дід;NOUN
doc55;4;Ой дід-ладо;ладо;NOUN
doc56;1;Ой дід-ладо;ой;INTJ
doc56;2;Ой дід-ладо;дід;NOUN
doc56;4;Ой дід-ладо;ладо;NOUN
doc59;1;Ой дід-ладо;ой;INTJ
doc59;2;Ой дід-ладо;дід;NOUN
doc59;4;Ой дід-ладо;ладо;NOUN
doc60;1;Ой дід-ладо;ой;INTJ
doc60;2;Ой дід-ладо;дід;NOUN
doc60;4;Ой дід-ладо;ладо;NOUN
doc63;1;Ой дід-ладо;ой;INTJ
doc63;2;Ой дід-ладо;дід;NOUN
doc63;4;Ой дід-ладо;ладо;NOUN
doc64;1;Ой дід-ладо;ой;INTJ
doc64;2;Ой дід-ладо;дід;NOUN
doc64;4;Ой дід-ладо;ладо;NOUN
doc65;1;Володар, володар,;володар;NOUN
doc65;3;Володар, володар,;володар;NOUN
doc75;1;Володар, володар,;володар;NOUN
doc75;3;Володар, володар,;володар;NOUN
doc90;1;ой, бідна ж моя та головонька;ой;INTJ
doc90;3;ой, бідна ж моя та головонька;бідний;ADJ
doc90;4;ой, бідна ж моя та головонька;ж;PART
doc90;5;ой, бідна ж моя та головонька;мій;DET
doc90;6;ой, бідна ж моя та головонька;та;PART
doc90;7;ой, бідна ж моя та головонька;головонька;NOUN
doc98;1;ой, ой, ой бідна ж моя та головонька;ой;INTJ
doc98;3;ой, ой, ой бідна ж моя та головонька;ой;INTJ
doc98;5;ой, ой, ой бідна ж моя та головонька;ой;INTJ
doc98;6;ой, ой, ой бідна ж моя та головонька;бідний;ADJ
doc98;7;ой, ой, ой бідна ж моя та головонька;ж;PART
doc98;8;ой, ой, ой бідна ж моя та головонька;мій;DET
doc98;9;ой, ой, ой бідна ж моя та головонька;та;PART
doc98;10;ой, ой, ой бідна ж моя та головонька;головонька;NOUN
doc106;1;ой бідна ж моя та головонька;ой;INTJ
doc106;2;ой бідна ж моя та головонька;бідний;ADJ
doc106;3;ой бідна ж моя та головонька;ж;PART
doc106;4;ой бідна ж моя та головонька;мій;DET
doc106;5;ой бідна ж моя та головонька;та;PART
doc106;6;ой бідна ж моя та головонька;головонька;NOUN
doc114;1;христе-царю;христий;NOUN
doc114;3;христе-царю;царити;NOUN
doc121;1;милий;милий;ADJ
doc123;1;милий;милий;ADJ
doc128;1;Молодії молодиці;Молодія;ADJ
doc128;2;Молодії молодиці;молодиця;NOUN
doc154;1;Маківочки-голубочки;Маківочка;NOUN
doc154;3;Маківочки-голубочки;голубочка;NOUN
doc170;1;Горобейчику, шпачку, шпачку,;Горобейчик;NOUN
doc170;3;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc170;5;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc177;1;Горобейчику, шпачку, шпачку,;Горобейчик;NOUN
doc177;3;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc177;5;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc184;1;Горобейчику, шпачку, шпачку,;Горобейчик;NOUN
doc184;3;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc184;5;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc191;1;Горобейчику, шпачку, шпачку,;Горобейчик;NOUN
doc191;3;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc191;5;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc198;1;Горобейчику, шпачку, шпачку,;Горобейчик;NOUN
doc198;3;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc198;5;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc205;1;Горобейчику, шпачку, шпачку,;Горобейчик;NOUN
doc205;3;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc205;5;Горобейчику, шпачку, шпачку,;шпачка;NOUN
doc216;1;доню;доня;NOUN
doc218;1;дівко;дівка;NOUN
doc220;1;дівко;дівка;NOUN
doc222;1;дівко;дівка;NOUN
doc224;1;дівко;дівка;NOUN
doc226;1;дівко;дівка;NOUN
doc228;1;дівко;дівка;NOUN
doc238;1;доню;доня;NOUN
doc242;1;доню;доня;NOUN
doc255;1;доню;доня;NOUN
doc312;1;подоляночко;подоляночко;NOUN
doc313;1;наша панночко;наш;DET
doc313;2;наша панночко;панночка;NOUN
doc314;1;молодесенька;молодесенький;ADJ
doc365;1;Ой козле, козле;ой;INTJ
doc365;2;Ой козле, козле;козле;NOUN
doc365;4;Ой козле, козле;козле;NOUN
doc366;1;козле;козле;NOUN
doc368;1;Ой дід-ладо;ой;INTJ
doc368;2;Ой дід-ладо;дід;NOUN
doc368;4;Ой дід-ладо;ладо;NOUN
doc371;1;Ой дід-ладо;ой;INTJ
doc371;2;Ой дід-ладо;дід;NOUN
doc371;4;Ой дід-ладо;ладо;NOUN
doc372;1;Ой козле, козле;ой;INTJ
doc372;2;Ой козле, козле;козле;NOUN
doc372;4;Ой козле, козле;козле;NOUN
doc373;1;козле;козле;NOUN
doc375;1;Ой дід-ладо;ой;INTJ
doc375;2;Ой дід-ладо;дід;NOUN
doc375;4;Ой дід-ладо;ладо;NOUN
doc378;1;Ой дід-ладо;ой;INTJ
doc378;2;Ой дід-ладо;дід;NOUN
doc378;4;Ой дід-ладо;ладо;NOUN
doc391;1;Заїньку, заїньку,;Заїньку;NOUN
doc391;3;Заїньку, заїньку,;заїнька;NOUN
doc420;1;жучку;жучка;NOUN
doc422;1;жучку;жучка;NOUN
doc424;1;хлопці;хлопець;NOUN
doc426;1;жучку;жучка;NOUN
doc427;1;жучку;жучка;NOUN
doc428;1;жучку;жучка;NOUN
doc432;1;жучку;жучка;NOUN
doc434;1;жучку;жучка;NOUN
doc436;1;жучку;жучка;NOUN
doc437;1;жучку;жучка;NOUN
doc439;1;жучку;жучка;NOUN
doc486;1;кропе;кропути;NOUN
doc487;1;кропе;кропути;NOUN
doc489;1;старий;старий;ADJ
doc490;1;старий;старий;ADJ
doc492;1;старий;старий;ADJ
doc493;1;старий;старий;ADJ
doc507;1;кропе;кропути;NOUN
doc508;1;кропе;кропути;NOUN
doc510;1;молодий;молодий;ADJ
doc511;1;молодий;молодий;ADJ
doc525;1;хмелю;хмеити;NOUN
doc526;1;хмелю;хмеити;NOUN
doc540;1;хмелю;хмеити;NOUN
doc541;1;хмелю;хмеити;NOUN
doc573;1;кінче, кінче;кінче;NOUN
doc573;3;кінче, кінче;кінче;NOUN
doc574;1;Хрещастий барвінче;Хрещастий;ADJ
doc574;2;Хрещастий барвінче;барвінче;NOUN
doc596;1;доню;доня;NOUN
doc597;1;доню;доня;NOUN
doc604;1;Ой чижику та горобчику;ой;INTJ
doc604;2;Ой чижику та горобчику;чижик;NOUN
doc604;3;Ой чижику та горобчику;та;CCONJ
doc604;4;Ой чижику та горобчику;горобчик;NOUN
doc605;1;Ой чижику та горобчику;ой;INTJ
doc605;2;Ой чижику та горобчику;чижик;NOUN
doc605;3;Ой чижику та горобчику;та;CCONJ
doc605;4;Ой чижику та горобчику;горобчик;NOUN
doc614;1;Ой чижику та горобчику;ой;INTJ
doc614;2;Ой чижику та горобчику;чижик;NOUN
doc614;3;Ой чижику та горобчику;та;CCONJ
doc614;4;Ой чижику та горобчику;горобчик;NOUN
doc615;1;Ой чижику та горобчику;ой;INTJ
doc615;2;Ой чижику та горобчику;чижик;NOUN
doc615;3;Ой чижику та горобчику;та;CCONJ
doc615;4;Ой чижику та горобчику;горобчик;NOUN
doc624;1;Ой чижику та горобчику;ой;INTJ
doc624;2;Ой чижику та горобчику;чижик;NOUN
doc624;3;Ой чижику та горобчику;та;CCONJ
doc624;4;Ой чижику та горобчику;горобчик;NOUN
doc625;1;Ой чижику та горобчику;ой;INTJ
doc625;2;Ой чижику та горобчику;чижик;NOUN
doc625;3;Ой чижику та горобчику;та;CCONJ
doc625;4;Ой чижику та горобчику;горобчик;NOUN
doc634;1;Ой чижику та горобчику;ой;INTJ
doc634;2;Ой чижику та горобчику;чижик;NOUN
doc634;3;Ой чижику та горобчику;та;CCONJ
doc634;4;Ой чижику та горобчику;горобчик;NOUN
doc635;1;Ой чижику та горобчику;ой;INTJ
doc635;2;Ой чижику та горобчику;чижик;NOUN
doc635;3;Ой чижику та горобчику;та;CCONJ
doc635;4;Ой чижику та горобчику;горобчик;NOUN
doc656;1;Романе;Ромати;NOUN
doc657;1;Романе;Ромати;NOUN
doc658;1;мій пане;мій;DET
doc658;2;мій пане;пане;NOUN
doc659;1;мій пане;мій;DET
doc659;2;мій пане;пане;NOUN
doc660;1;Романе;Ромати;NOUN
doc661;1;Романе;Ромати;NOUN
doc662;1;мій пане;мій;DET
doc662;2;мій пане;пане;NOUN
doc663;1;мій пане;мій;DET
doc663;2;мій пане;пане;NOUN
doc664;1;Романе;Ромати;NOUN
doc665;1;Романе;Ромати;NOUN
doc666;1;мій пане;мій;DET
doc666;2;мій пане;пане;NOUN
doc667;1;мій пане;мій;DET
doc667;2;мій пане;пане;NOUN
doc674;1;Романе;Ромати;NOUN
doc675;1;Романе;Ромати;NOUN
doc676;1;мій пане;мій;DET
doc676;2;мій пане;пане;NOUN
doc677;1;мій пане;мій;DET
doc677;2;мій пане;пане;NOUN
doc686;1;Романе;Ромати;NOUN
doc687;1;Романе;Ромати;NOUN
doc688;1;мій пане;мій;DET
doc688;2;мій пане;пане;NOUN
doc689;1;мій пане;мій;DET
doc689;2;мій пане;пане;NOUN
doc690;1;Романе;Ромати;NOUN
doc691;1;Романе;Ромати;NOUN
doc692;1;мій пане;мій;DET
doc692;2;мій пане;пане;NOUN
doc693;1;мій пане;мій;DET
doc693;2;мій пане;пане;NOUN
doc694;1;Романе;Ромати;NOUN
doc695;1;Романе;Ромати;NOUN
doc696;1;мій пане;мій;DET
doc696;2;мій пане;пане;NOUN
doc697;1;мій пане;мій;DET
doc697;2;мій пане;пане;NOUN
doc698;1;Романе;Ромати;NOUN
doc699;1;Романе;Ромати;NOUN
doc700;1;мій пане;мій;DET
doc700;2;мій пане;пане;NOUN
doc701;1;мій пане;мій;DET
doc701;2;мій пане;пане;NOUN
doc721;1;голубе;голубути;NOUN
doc730;1;горлику;горлик;NOUN
doc736;1;горлику;горлик;NOUN
doc760;1;мамцю;мамець;NOUN
doc766;1;мати;мати;NOUN
doc778;1;мамцю;мамець;NOUN
doc786;1;мати;мати;NOUN
doc789;1;моя доню;мій;DET
doc789;2;моя доню;доня;NOUN
doc791;1;доню;доня;NOUN
doc804;1;Миколо, козаче;Микоти;NOUN
doc804;3;Миколо, козаче;козаче;NOUN
doc805;1;Миколо;Микоти;NOUN
doc818;1;Петруню;Петруня;NOUN
doc834;1;Митруню;Митруня;NOUN
doc849;1;собаки;собака;NOUN
doc850;1;Олексо;Олексо;NOUN
doc873;1;Ти улиця, ти широкая;ти;PRON
doc873;2;Ти улиця, ти широкая;улиця;NOUN
doc873;4;Ти улиця, ти широкая;ти;PRON
doc873;5;Ти улиця, ти широкая;широкая;ADJ
doc880;1;Ти вулиця, ти вузенькая;ти;PRON
doc880;2;Ти вулиця, ти вузенькая;вулиця;NOUN
doc880;4;Ти вулиця, ти вузенькая;ти;PRON
doc880;5;Ти вулиця, ти вузенькая;вузенькая;ADJ
doc930;1;соколе;соколе;NOUN
doc931;1;соколе;соколе;NOUN
doc932;1;соколе;соколе;NOUN
doc967;1;Максиме;Макси;NOUN
doc987;1;Ой весно, весно, весняночко;ой;INTJ
doc987;2;Ой весно, весно, весняночко;весно;NOUN
doc987;4;Ой весно, весно, весняночко;весно;NOUN
doc987;6;Ой весно, весно, весняночко;весняночко;NOUN
doc998;1;мала;мати;ADJ
doc1003;1;Ти ж мій соколоньку, сивий голубоньку;ти;PRON
doc1003;2;Ти ж мій соколоньку, сивий голубоньку;ж;PART
doc1003;3;Ти ж мій соколоньку, сивий голубоньку;мій;DET
doc1003;4;Ти ж мій соколоньку, сивий голубоньку;соколонька;NOUN
doc1003;6;Ти ж мій соколоньку, сивий голубоньку;сивий;ADJ
doc1003;7;Ти ж мій соколоньку, сивий голубоньку;голубонька;NOUN
doc1004;1;сивий голубоньку;сивий;ADJ
doc1004;2;сивий голубоньку;голубонька;NOUN
doc1033;1;Ой ти, Галю, серце Галю;ой;INTJ
doc1033;2;Ой ти, Галю, серце Галю;ти;PRON
doc1033;4;Ой ти, Галю, серце Галю;Галя;NOUN
doc1033;6;Ой ти, Галю, серце Галю;серце;NOUN
doc1033;7;Ой ти, Галю, серце Галю;Галя;NOUN
doc1061;1;Парасю;Парась;NOUN
doc1062;1;Семене;Сея;NOUN
doc1064;1;дівчата;дівчина;NOUN
doc1069;1;Ялинко;Ялинко;NOUN
doc1070;1;дівчата;дівчина;NOUN
doc1081;1;дівчата;дівчина;NOUN
doc1085;1;хлопці;хлопець;NOUN
doc1091;1;Ой Петре, Петре, Іване;ой;INTJ
doc1091;2;Ой Петре, Петре, Іване;Петрий;NOUN
doc1091;4;Ой Петре, Петре, Іване;Петрий;NOUN
doc1091;6;Ой Петре, Петре, Іване;Іван;NOUN
doc1096;1;синуню;синуня;NOUN
doc1098;1;батеньку;батенька;NOUN
doc1106;1;Федоре;Федорути;NOUN
doc1107;1;Федоре;Федорути;NOUN
doc1108;1;Федоре;Федорути;NOUN
doc1115;1;Галюню;Галюня;NOUN
doc1116;1;Галюню;Галюня;NOUN
doc1119;1;дружечки;дружечка;NOUN
doc1128;1;Іване;Івати;NOUN
doc1140;1;Галюню;Галюня;NOUN
doc1154;1;Галино;Галити;NOUN
doc1156;1;Галино;Галити;NOUN
doc1162;1;Галино;Галити;NOUN
doc1172;1;Ой біле, біле, білесенька;ой;INTJ
doc1172;2;Ой біле, біле, білесенька;білий;ADJ
doc1172;4;Ой біле, біле, білесенька;білий;ADJ
doc1172;6;Ой біле, біле, білесенька;білесенький;ADJ
doc1184;1;Іване;Івати;NOUN
doc1196;1;Степане;Степати;NOUN
doc1202;1;хлопці;хлопець;NOUN
doc1204;1;дівчата;дівчина;NOUN
doc1206;1;Ой Петре, Петре й Іване;ой;INTJ
doc1206;2;Ой Петре, Петре й Іване;Петрий;NOUN
doc1206;4;Ой Петре, Петре й Іване;Петрий;NOUN
doc1206;5;Ой Петре, Петре й Іване;й;CCONJ
doc1206;6;Ой Петре, Петре й Іване;Іван;NOUN
doc1215;1;Явдохо;Явдохо;NOUN
doc1216;1;Явдохо;Явдохо;NOUN
doc1219;1;Явдохо;Явдохо;NOUN
doc1220;1;дівчата;дівчина;NOUN
doc1223;1;Борисе;Борисе;NOUN
doc1224;1;бояри;бояр;NOUN
doc1237;1;Іване;Івати;NOUN
doc1244;1;дівчата;дівчина;NOUN
doc1274;1;коню;коня;NOUN
doc1286;1;Іване;Івати;NOUN
doc1313;1;Катерино;Катерино;NOUN
doc1318;1;Наталю;Натаити;NOUN
doc1319;1;дівчата;дівчина;NOUN
doc1321;1;вербонько;вербонько;NOUN
doc1322;1;Андрію;Андріти;NOUN
doc1325;1;місяцю, місяцю;місяць;NOUN
doc1325;3;місяцю, місяцю;місяць;NOUN
doc1340;1;голубе, голубе;голубе;NOUN
doc1340;3;голубе, голубе;голубути;NOUN
doc1341;1;дівчата;дівчина;NOUN
doc1351;1;Ой ти, Василю, ой ти, пан;ой;INTJ
doc1351;2;Ой ти, Василю, ой ти, пан;ти;PRON
doc1351;4;Ой ти, Василю, ой ти, пан;Василя;NOUN
doc1351;6;Ой ти, Василю, ой ти, пан;ой;INTJ
doc1351;7;Ой ти, Василю, ой ти, пан;ти;PRON
doc1351;9;Ой ти, Василю, ой ти, пан;пан;NOUN
doc1356;1;Галюню;Галюня;NOUN
doc1361;1;Ой ти, Настуню, ой ти, ой ти,;ой;INTJ
doc1361;2;Ой ти, Настуню, ой ти, ой ти,;ти;PRON
doc1361;4;Ой ти, Настуню, ой ти, ой ти,;Настуня;NOUN
doc1361;6;Ой ти, Настуню, ой ти, ой ти,;ой;INTJ
doc1361;7;Ой ти, Настуню, ой ти, ой ти,;ти;PRON
doc1361;9;Ой ти, Настуню, ой ти, ой ти,;ой;INTJ
doc1361;10;Ой ти, Настуню, ой ти, ой ти,;ти;PRON
doc1363;1;Ой ти, Петрусю,;ой;INTJ
doc1363;2;Ой ти, Петрусю,;ти;PRON
doc1363;4;Ой ти, Петрусю,;Петруся;NOUN
doc1383;1;братику;братика;NOUN
doc1388;1;Оксано;Оксати;NOUN
doc1391;1;Ой ти, Левку, Левкунечку,;ой;INTJ
doc1391;2;Ой ти, Левку, Левкунечку,;ти;PRON
doc1391;4;Ой ти, Левку, Левкунечку,;Левко;NOUN
doc1391;6;Ой ти, Левку, Левкунечку,;Левкунечк;NOUN
doc1395;1;капусто;капусти;NOUN
doc1396;1;Сергію;Сергій;NOUN
doc1397;1;Сергію;Сергій;NOUN
doc1467;1;тебе, коноплино;ти;PRON
doc1467;3;тебе, коноплино;коноплино;NOUN
doc1476;1;Наталю;Натаити;NOUN
doc1479;1;Наталю;Натаити;NOUN
doc1482;1;моя доню;мій;DET
doc1482;2;моя доню;доня;NOUN
doc1483;1;моя доню;мій;DET
doc1483;2;моя доню;доня;NOUN
doc1492;1;Дерево, клен-дерево;дерево;NOUN
doc1492;3;Дерево, клен-дерево;клен;NOUN
doc1492;5;Дерево, клен-дерево;дерево;NOUN
doc1494;1;Дерево, клен-дерево;дерево;NOUN
doc1494;3;Дерево, клен-дерево;клен;NOUN
doc1494;5;Дерево, клен-дерево;дерево;NOUN
doc1496;1;Дерево, клен-дерево;дерево;NOUN
doc1496;3;Дерево, клен-дерево;клен;NOUN
doc1496;5;Дерево, клен-дерево;дерево;NOUN
doc1498;1;Дерево, клен-дерево;дерево;NOUN
doc1498;3;Дерево, клен-дерево;клен;NOUN
doc1498;5;Дерево, клен-дерево;дерево;NOUN
doc1500;1;Дерево, клен-дерево;дерево;NOUN
doc1500;3;Дерево, клен-дерево;клен;NOUN
doc1500;5;Дерево, клен-дерево;дерево;NOUN
doc1502;1;Дерево, клен-дерево;дерево;NOUN
doc1502;3;Дерево, клен-дерево;клен;NOUN
doc1502;5;Дерево, клен-дерево;дерево;NOUN
doc1504;1;Дерево, клен-дерево;дерево;NOUN
doc1504;3;Дерево, клен-дерево;клен;NOUN
doc1504;5;Дерево, клен-дерево;дерево;NOUN
doc1506;1;Дерево, клен-дерево;дерево;NOUN
doc1506;3;Дерево, клен-дерево;клен;NOUN
doc1506;5;Дерево, клен-дерево;дерево;NOUN
doc1508;1;Дерево, клен-дерево;дерево;NOUN
doc1508;3;Дерево, клен-дерево;клен;NOUN
doc1508;5;Дерево, клен-дерево;дерево;NOUN
doc1510;1;Дерево, клен-дерево;дерево;NOUN
doc1510;3;Дерево, клен-дерево;клен;NOUN
doc1510;5;Дерево, клен-дерево;дерево;NOUN
doc1512;1;Дерево, клен-дерево;дерево;NOUN
doc1512;3;Дерево, клен-дерево;клен;NOUN
doc1512;5;Дерево, клен-дерево;дерево;NOUN
doc1514;1;Дерево, клен-дерево;дерево;NOUN
doc1514;3;Дерево, клен-дерево;клен;NOUN
doc1514;5;Дерево, клен-дерево;дерево;NOUN
doc1516;1;Дерево, клен-дерево;дерево;NOUN
doc1516;3;Дерево, клен-дерево;клен;NOUN
doc1516;5;Дерево, клен-дерево;дерево;NOUN
doc1518;1;Дерево, клен-дерево;дерево;NOUN
doc1518;3;Дерево, клен-дерево;клен;NOUN
doc1518;5;Дерево, клен-дерево;дерево;NOUN
doc1520;1;Дерево, клен-дерево;дерево;NOUN
doc1520;3;Дерево, клен-дерево;клен;NOUN
doc1520;5;Дерево, клен-дерево;дерево;NOUN
doc1522;1;Дерево, клен-дерево;дерево;NOUN
doc1522;3;Дерево, клен-дерево;клен;NOUN
doc1522;5;Дерево, клен-дерево;дерево;NOUN
doc1523;1;Трохиме;Трохи;NOUN
doc1524;1;Дерево, клен-дерево;дерево;NOUN
doc1524;3;Дерево, клен-дерево;клен;NOUN
doc1524;5;Дерево, клен-дерево;дерево;NOUN
doc1526;1;Дерево, клен-дерево;дерево;NOUN
doc1526;3;Дерево, клен-дерево;клен;NOUN
doc1526;5;Дерево, клен-дерево;дерево;NOUN
doc1528;1;Дерево, клен-дерево;дерево;NOUN
doc1528;3;Дерево, клен-дерево;клен;NOUN
doc1528;5;Дерево, клен-дерево;дерево;NOUN
doc1529;1;Матвію;Матвіти;NOUN
doc1530;1;Дерево, клен-дерево;дерево;NOUN
doc1530;3;Дерево, клен-дерево;клен;NOUN
doc1530;5;Дерево, клен-дерево;дерево;NOUN
doc1532;1;Дерево, клен-дерево;дерево;NOUN
doc1532;3;Дерево, клен-дерево;клен;NOUN
doc1532;5;Дерево, клен-дерево;дерево;NOUN
doc1534;1;Дерево, клен-дерево;дерево;NOUN
doc1534;3;Дерево, клен-дерево;клен;NOUN
doc1534;5;Дерево, клен-дерево;дерево;NOUN
doc1535;1;Василю;Васиити;NOUN
doc1536;1;Дерево, клен-дерево;дерево;NOUN
doc1536;3;Дерево, клен-дерево;клен;NOUN
doc1536;5;Дерево, клен-дерево;дерево;NOUN
doc1538;1;Дерево, клен-дерево;дерево;NOUN
doc1538;3;Дерево, клен-дерево;клен;NOUN
doc1538;5;Дерево, клен-дерево;дерево;NOUN
doc1540;1;Дерево, клен-дерево;дерево;NOUN
doc1540;3;Дерево, клен-дерево;клен;NOUN
doc1540;5;Дерево, клен-дерево;дерево;NOUN
doc1542;1;Дерево, клен-дерево;дерево;NOUN
doc1542;3;Дерево, клен-дерево;клен;NOUN
doc1542;5;Дерево, клен-дерево;дерево;NOUN
doc1548;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1548;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1548;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1550;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1550;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1550;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1552;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1552;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1552;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1554;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1554;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1554;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1556;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1556;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1556;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1558;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1558;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1558;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1560;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1560;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1560;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1562;1;Яворе, явороньку зелененький;Яворе;NOUN
doc1562;3;Яворе, явороньку зелененький;яворонька;NOUN
doc1562;4;Яворе, явороньку зелененький;зелененький;ADJ
doc1563;1;Степанку;Степанок;NOUN
doc1565;1;Горпино;Горпити;NOUN
doc1567;1;Степане;Степати;NOUN
doc1575;1;моя доню;мій;DET
doc1575;2;моя доню;доня;NOUN
doc1577;1;моя доню;мій;DET
doc1577;2;моя доню;доня;NOUN
doc1579;1;моя мамцю;мій;DET
doc1579;2;моя мамцю;мамець;NOUN
doc1585;1;Ригорку;Ригорка;NOUN
doc1587;1;Мотруню;Мотруня;NOUN
doc1591;1;сосонко;сосонка;NOUN
doc1593;1;Мотруню;Мотруня;NOUN
doc1598;1;Варочко;Варочко;NOUN
doc1603;1;Ой Петре, Павле, Гордію,;ой;INTJ
doc1603;2;Ой Петре, Павле, Гордію,;Петре;NOUN
doc1603;4;Ой Петре, Павле, Гордію,;Павло;NOUN
doc1603;6;Ой Петре, Павле, Гордію,;Гордія;NOUN
doc1611;1;Миколо;Микоти;NOUN
doc1619;1;мій соколю;мій;DET
doc1619;2;мій соколю;соколя;NOUN
