Number of line;Title;Text
5789;;Черевичок стоптала.
5790;;Тільки дев’ять пар 
5791;;Черевичок стоптала.
5792;;
5793;;Подаруй, козак, 
5794;;Ще й десятую пару, 
5795;;Як не схожу я, 
5796;;Сходить дитина твоя.
5797;;Як не схожу я, 
5798;;Сходить дитина твоя.
5799;;
5800;ЗАШУМІВ ТЕРЕН;Зашумів терен, 
5801;;Затріщала ліщина. 
5802;;Поїхав козак, 
5803;;Заплакала дівчина.
5804;;Поїхав козак, 
5805;;Заплакала дівчина.
5806;;
5807;;А що-м у гаю
5808;;Козак коня сідлає
5809;;Молоде дівча
5810;;Дитятко колихає.
5811;;Молоде дівча
5812;;Дитятко колихає.
5813;;
5814;;– Ой ти, козаче, 
5815;;Возьми з собою дитя. 
5816;;А як не візьмеш, 
5817;;– То й кину під коника.
5818;;А як не візьмеш, 
5819;;– То й кину під коника.
5820;;
5821;;– Ой ти, дівчино,
5822;;Нащо те дитя кидать?
5823;;Я ж йому отец,
5824;;А ти йому родна мать.
5825;;Я ж йому отец,
5826;;А ти йому родна мать.
5827;;
5828;КОСИТЬ ВАСИЛЬ СІНО;Косить Василь сіно,
5829;;Широкі покоси,
5830;;До нього дівчина
5831;;Дитину приносить:
5832;;
5833;;– Василю, Василю,
5834;;Візьми цю дитину,
5835;;Не візьмеш дитину, –
5836;;На покосі покину
5837;;
5838;;Кинув Василь косу, 
5839;;Та й кинув додолу, 
5840;;Узяв він дитину 
5841;;Та й пішов додому.
5842;;
5843;;– Мамо дорогенька, 
5844;;Скоїлась новина:
5845;;В лузі на покосі
5846;;Лежала дитина!
5847;;
5848;;– Бери цю дитину 
5849;;Та й неси до хати,
5850;;За рочок, за другий 
5851;;Поміч будеш мати.
5852;;
5853;;– Мамцю дорогенька, 
5854;;Є друга новина:
5855;;В сінях за дверіма 
5856;;Молода дівчина!
5857;;
5858;;– Бери цю дівчину 
5859;;Та й веди до хати, 
5860;;Буде цій дитині
5861;;За ріднюю мати!
5862;;
5863;і В ЗЕЛЕНІЙ ДУБИНІ;і В зеленій дубині
5864;;Василь сіно косить,
5865;;і До него дівчина
5866;;Дитятко й приносить.
5867;;і До него дівчина
5868;;Дитятко й приносить.
5869;;
5870;;– А на тобі, Василю,
5871;;Й цу малу й дитину,
5872;;Як ти ї не озьмеш,
5873;;На покіс покину.
5874;;Як ти ї не озьмеш,
5875;;На покіс покину.
5876;;
5877;;Кинув Василь косу
5878;;В траву зелененьку
5879;;Та й узяв на руки
5880;;Й дитину маленьку.
5881;;Та й узяв на руки
5882;;Й дитину маленьку.
5883;;
5884;;Став Василь гадати
5885;;Та й думку думати, 
5886;;Як же рідні мамі, 
5887;;Як же ї сказати?
5888;;Як же рідні мамі, 
5889;;Як же ї сказати?
5890;;
5891;;– Ой мамо-мамусю, 
5892;;Случилась причина, –
5893;;Десь ся на покосі
5894;;Взялася й дитина.
5895;;Десь ся на покосі
5896;;Взялася й дитина.
5897;;
5898;;– Василю, Василю, 
5899;;Що будем діяти, 
5900;;Йа хто ж єго отец, 
5901;;Йа хто ж рідна мати?
5902;;Йа хто ж єго отец, 
5903;;Йа хто ж рідна мати?
5904;;
5905;;Василю, Василю, 
5906;;Що се за причина? 
5907;;Йа в воротьох плаче 
5908;;Й молода дівчина.
5909;;Йа в воротьох плаче 
5910;;Й молода дівчина.
5911;;
5912;;Василю, Василю,
5913;;Клич її до хати,
5914;;Та й ти будеш отец,
5915;;Вона – рідна мати.
5916;;Та й ти будеш отец,
5917;;Вона – рідна мати.
5918;;
5919;ОЙ У ЧИСТІМ ПОЛІ;Ой у чистім полі
5920;;Василь сіно косить,
5921;;А йому дівчина
5922;;Дитину приносить.
5923;;А йому дівчина
5924;;Дитину приносить.
5925;;
5926;;– Василю, Василю,
5927;;На тобі дитину,
5928;;А якщо не возьмеш,
5929;;На покосі кину.
5930;;А якщо не возьмеш,
5931;;На покосі кину.
5932;;
5933;;Кинув Василь косу,
5934;;На чужому полі,
5935;;А сам взяв дитину
5936;;Та й пішов додому.
5937;;А сам взяв дитину
5938;;Та й пішов додому.
5939;;
5940;;– Мамцю ж моя, мамцю, 
5941;;Що то за новина, 
5942;;Де ся взялась на покосі
5943;;Маленька дитина?
5944;;Де ся взялась на покосі
5945;;Маленька дитина?
5946;;
5947;;– Бери її, сину, 
5948;;Та й неси до хати, 
5949;;Найшлася дитина, 
5950;;То знайдеться мати.
5951;;Найшлася дитина, 
5952;;То знайдеться мати.
5953;;
5954;;– Мамцю ж моя, мамцю,
5955;;Ще одна новина:
5956;;Стоїть за дверима
5957;;Молода дівчина.
5958;;Стоїть за дверима
5959;;Молода дівчина.
5960;;
5961;;– Бери її, сину,
5962;;Та й веди до хати:
5963;;Буде тобі жінка,
5964;;А дитині мати.
5965;;Буде тобі жінка,
5966;;А дитині мати.
5967;;
5968;ВАСИЛЬ СІНО КОСИТЬ;Василь сіно косить, 
5969;;Широкі покоси, 
5970;;До нього дівчина
5971;;Дитину приносить:
5972;;До нього дівчина
5973;;Дитину приносить:
5974;;
5975;;– Василю, Василю, 
5976;;На тобі дитину, 
5977;;А якщо не візьмеш, –
5978;;На покіс покину.
5979;;А якщо не візьмеш, –
5980;;На покіс покину.
5981;;
5982;;Кинув Василь косу 
5983;;Додолу, додолу, 
5984;;Бере ту дитину 
5985;;Та й поніс додому.
5986;;Бере ту дитину 
5987;;Та й поніс додому.
5988;;
5989;;– Мамцю моя, мамцю, 
5990;;Случилась причина:
5991;;В лузі на покосі
5992;;Лежала дитина.
5993;;В лузі на покосі
5994;;Лежала дитина.
5995;;
5996;;– Бери ту дитину 
5997;;Та й неси до хати, –
5998;;За годок, за другий 
5999;;Будеш поміч мати.
6000;;За годок, за другий 
6001;;Будеш поміч мати.
6002;;
6003;;– Мамцю моя, мамцю, 
6004;;Ще й друга причина, –
6005;;В сінях за дверима 
6006;;Молода дівчина.
6007;;В сінях за дверима 
6008;;Молода дівчина.
6009;;
6010;;– Бери ту дівчину
6011;;Та й веди до хати, –
6012;;Буде тобі жінка,
6013;;А дитині мати.
6014;;Буде тобі жінка,
6015;;А дитині мати.
6016;;
6017;;Ти підеш косити,
6018;;Вона – молотити,
6019;;А я буду вдома
6020;;Дитину глядіти.
6021;;А я буду вдома
6022;;Дитину глядіти.
6023;;
6024;ЧЕРВОНА КАЛИНО;– Червона калино,
6025;;Чого в лузі стоїш?
6026;;Молода дівчино,
6027;;Чо ся мене боїш?
6028;;
6029;;– Боюся, боюся
6030;;Й буду ся бояти:
6031;;Звів-ес з розумочку,
6032;;Сам ідеш гуляти.
6033;;
6034;;Звів-ес з розумочку
6035;;На самий Великдень...
6036;;Ідеш попри мене, –
6037;;"Не скажеш ""Добрий день!"""
6038;;
6039;;"Не скажеш ""Добрий день!"""
6040;;Ні доброго слова. 
6041;;Махнув білов хустков: 
6042;;– Будь, мила, здорова!
6043;;
6044;;Нащо ти махаєш, 
6045;;Коли покидаєш?
6046;;Щаслива дорога, 
6047;;Куди гадку маєш...
6048;;
6049;;Щаслива дорога 
6050;;Звідси до Гукова
6051;;Випала з-під коня
6052;;Золота підкова.
